Category,Metric,varianta_main_2_1_0 Mean,variantb_kotlin_2_1_20 Mean,varianta_main_2_1_0 P50,variantb_kotlin_2_1_20 P50,varianta_main_2_1_0 P90,variantb_kotlin_2_1_20 P90,Unit
:core:datastore-test:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,29.74,32.58,28,26,48,46,ms
:core:datastore-test:compileDemoDebugKotlin,Clear jar cache,2.18,2.39,3,2,4,7,ms
:core:datastore-test:compileDemoDebugKotlin,Incremental compilation in daemon,459.36,463.66,432,456,612,574,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler code analysis,194.18,197.94,196,189,265,257,ms
:core:datastore-test:compileDemoDebugKotlin,Sources compilation round,359.14,367.32,346,368,485,448,ms
:core:datastore-test:compileDemoDebugKotlin,Start gradle worker,3.08,4.34,2,3,7,11,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler initialization time,40.8,39.32,37,34,55,64,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler code generation,77.34,81.32,78,80,124,113,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler IR generation,26.88,27.56,26,27,42,38,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler IR translation,41.76,88.78,41,91,59,116,ms
:core:datastore-test:compileDemoDebugKotlin,Number of lines for code generation,70,70,70,70,70,70,
:core:datastore-test:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:datastore-test:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:datastore-test:compileDemoDebugKotlin,Compiler IR lowering line number,70,70,70,70,70,70,
:core:datastore-test:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:datastore-test:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,55,55,55,55,56,56,
:core:datastore-test:compileDemoDebugKotlin,Number of lines analyzed,70,70,70,70,70,70,
:core:datastore-test:compileDemoDebugKotlin,Size of shrunk classpath snapshot,18.2,18.2,18,18,18,18,KB
:core:datastore-test:compileDemoDebugKotlin,Compiler IR translation line number,70,140,70,140,70,140,
:core:datastore-test:compileDemoDebugKotlin,Code generation lines per second,1035,919,898,881,1699,1272,
:core:datastore-test:compileDemoDebugKotlin,Compiler IR generation line number,70,70,70,70,70,70,
:core:datastore-test:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:datastore-test:compileDemoDebugKotlin,Analysis lines per second,383,372,358,370,568,487,
:core:datastore-test:compileDemoDebugKotlin,Number of classpath entries,56,56,56,56,56,56,
:core:datastore-test:compileDemoDebugKotlin,Total size of the cache directory,445.2,445.2,445,445,445,445,KB
:core:datastore-test:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:datastore-test:compileDemoDebugKotlin,Size of classpath snapshot,3.0,3.0,3,3,3,3,MB
:core:datastore-test:compileDemoDebugKotlin,Update caches,2.56,4.21,3,3,4,12,ms
:core:datastore-test:compileDemoDebugKotlin,Save shrunk current classpath snapshot,5.11,1.75,3,2,17,3,ms
:core:datastore-test:compileDemoDebugKotlin,Store build info,3.0,1.0,3,1,5,1,ms
:core:datastore-test:compileDemoDebugKotlin,Clear output,2.67,2.0,2,2,5,3,ms
:core:datastore-test:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,42.74,25.88,25,25,108,43,ms
:core:datastore-test:compileProdDebugKotlin,Spent time before task action,24.04,20.5,21,19,36,30,ms
:core:datastore-test:compileProdDebugKotlin,Run compilation,505.06,466.86,478,450,675,570,ms
:core:datastore-test:compileProdDebugKotlin,Load current classpath snapshot,10.9,3.9,3,2,10,8,ms
:core:datastore-test:compileProdDebugKotlin,Compiler IR lowering,50.88,50.08,50,48,72,64,ms
:core:datastore-test:compileProdDebugKotlin,Calculate output size,2.66,2.0,2,1,6,4,ms
:core:datastore-test:compileProdDebugKotlin,Update caches,4.09,2.67,3,3,10,5,ms
:core:datastore-test:compileProdDebugKotlin,Total Gradle task time,643.84,598.16,609,585,840,726,ms
:core:datastore-test:compileProdDebugKotlin,Run compilation in Gradle worker,521.12,480.04,490,461,694,592,ms
:core:datastore-test:compileProdDebugKotlin,Connect to Kotlin daemon,13.44,10.28,10,9,19,17,ms
:core:datastore-test:compileProdDebugKotlin,Task action before worker execution,25.7,26.64,22,22,45,51,ms
:core:datastore-test:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,44.62,26.94,26,26,112,44,ms
:core:datastore-test:compileProdDebugKotlin,Clear jar cache,1.88,2.0,2,1,3,4,ms
:core:datastore-test:compileProdDebugKotlin,Incremental compilation in daemon,481.98,446.38,451,434,643,542,ms
:core:datastore-test:compileProdDebugKotlin,Compiler code analysis,202.24,194.56,199,184,250,259,ms
:core:datastore-test:compileProdDebugKotlin,Sources compilation round,364.16,358.98,363,340,464,459,ms
:core:datastore-test:compileProdDebugKotlin,Start gradle worker,6.11,3.51,3,2,15,7,ms
:core:datastore-test:compileProdDebugKotlin,Compiler initialization time,33.38,36.8,34,36,53,60,ms
:core:datastore-test:compileProdDebugKotlin,Compiler code generation,78.6,77.68,78,74,120,106,ms
:core:datastore-test:compileProdDebugKotlin,Compiler IR generation,27.16,26.98,26,26,36,42,ms
:core:datastore-test:compileProdDebugKotlin,Compiler IR translation,43.46,90.52,43,92,56,121,ms
:core:datastore-test:compileProdDebugKotlin,Number of lines for code generation,70,70,70,70,70,70,
:core:datastore-test:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:datastore-test:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:datastore-test:compileProdDebugKotlin,Compiler IR lowering line number,70,70,70,70,70,70,
:core:datastore-test:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:datastore-test:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,55,55,56,56,56,56,
:core:datastore-test:compileProdDebugKotlin,Number of lines analyzed,70,70,70,70,70,70,
:core:datastore-test:compileProdDebugKotlin,Size of shrunk classpath snapshot,18.2,18.2,18,18,18,18,KB
:core:datastore-test:compileProdDebugKotlin,Compiler IR translation line number,70,140,70,140,70,140,
:core:datastore-test:compileProdDebugKotlin,Code generation lines per second,970,1018,897,952,1367,1738,
:core:datastore-test:compileProdDebugKotlin,Compiler IR generation line number,70,70,70,70,70,70,
:core:datastore-test:compileProdDebugKotlin,Analysis lines per second,359,383,353,381,446,505,
:core:datastore-test:compileProdDebugKotlin,Number of classpath entries,56,56,56,56,56,56,
:core:datastore-test:compileProdDebugKotlin,Total size of the cache directory,445.2,445.2,445,445,445,445,KB
:core:datastore-test:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:datastore-test:compileProdDebugKotlin,Size of classpath snapshot,3.0,3.0,3,3,3,3,MB
:core:datastore-test:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:datastore-test:compileProdDebugKotlin,Clear output,1.0,2.0,1,2,1,3,ms
:core:datastore-test:compileProdDebugKotlin,Save shrunk current classpath snapshot,4.5,1.75,3,2,17,3,ms
:core:datastore-test:compileProdDebugKotlin,Store build info,2.0,,2,,2,,ms
:core:data-test:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,36.64,32.36,31,30,53,41,ms
:core:data-test:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.25,3.42,3,3,5,8,ms
:core:data-test:compileDemoDebugKotlin,Spent time before task action,27.64,28.82,25,26,37,38,ms
:core:data-test:compileDemoDebugKotlin,Run compilation,754.62,767.12,754,725,945,977,ms
:core:data-test:compileDemoDebugKotlin,Load current classpath snapshot,6.12,6.82,6,7,11,10,ms
:core:data-test:compileDemoDebugKotlin,Compiler IR lowering,80.36,78.58,85,75,116,117,ms
:core:data-test:compileDemoDebugKotlin,Calculate output size,1.6,1.96,1,1,4,5,ms
:core:data-test:compileDemoDebugKotlin,Update caches,1.9,2.1,1,1,4,4,ms
:core:data-test:compileDemoDebugKotlin,Total Gradle task time,1228.8,1254.12,1235,1215,1672,1820,ms
:core:data-test:compileDemoDebugKotlin,Run compilation in Gradle worker,767.22,781.46,766,734,974,1002,ms
:core:data-test:compileDemoDebugKotlin,Connect to Kotlin daemon,9.64,11.56,9,9,14,19,ms
:core:data-test:compileDemoDebugKotlin,Task action before worker execution,26.94,29.78,23,24,41,48,ms
:core:data-test:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,38.84,34.72,33,34,57,46,ms
:core:data-test:compileDemoDebugKotlin,Clear jar cache,1.62,1.92,1,2,4,4,ms
:core:data-test:compileDemoDebugKotlin,Incremental compilation in daemon,730.1,742.14,725,709,914,956,ms
:core:data-test:compileDemoDebugKotlin,Compiler code analysis,370.34,383.78,366,370,470,512,ms
:core:data-test:compileDemoDebugKotlin,Sources compilation round,626.44,637.42,633,619,757,794,ms
:core:data-test:compileDemoDebugKotlin,Start gradle worker,257.33,295.4,297,344,568,504,ms
:core:data-test:compileDemoDebugKotlin,Compiler initialization time,39.66,34.56,35,34,58,48,ms
:core:data-test:compileDemoDebugKotlin,Compiler code generation,164.58,166.22,171,168,218,224,ms
:core:data-test:compileDemoDebugKotlin,Compiler IR generation,83.74,86.98,88,88,115,116,ms
:core:data-test:compileDemoDebugKotlin,Compiler IR translation,45.8,94.32,43,91,73,130,ms
:core:data-test:compileDemoDebugKotlin,Number of lines for code generation,405,405,405,405,405,405,
:core:data-test:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:data-test:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:data-test:compileDemoDebugKotlin,Compiler IR lowering line number,405,405,405,405,405,405,
:core:data-test:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:data-test:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,52,52,52,52,59,52,
:core:data-test:compileDemoDebugKotlin,Number of lines analyzed,405,405,405,405,405,405,
:core:data-test:compileDemoDebugKotlin,Size of shrunk classpath snapshot,78.5,78.5,79,79,79,79,KB
:core:data-test:compileDemoDebugKotlin,Compiler IR translation line number,405,810,405,810,405,810,
:core:data-test:compileDemoDebugKotlin,Code generation lines per second,2639,2669,2368,2410,3890,3928,
:core:data-test:compileDemoDebugKotlin,Compiler IR generation line number,405,405,405,405,405,405,
:core:data-test:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,7,7,7,7,7,7,
:core:data-test:compileDemoDebugKotlin,Analysis lines per second,1147,1146,1106,1095,1431,1564,
:core:data-test:compileDemoDebugKotlin,Number of classpath entries,59,59,59,59,59,59,
:core:data-test:compileDemoDebugKotlin,Total size of the cache directory,480.0,480.0,480,480,480,480,KB
:core:data-test:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:data-test:compileDemoDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:core:data-test:compileDemoDebugKotlin,Store build info,2.0,1.0,2,1,2,1,ms
:core:data-test:compileDemoDebugKotlin,Clear output,3.0,1.0,2,1,5,1,ms
:core:data-test:compileDemoDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:core:data-test:compileDemoDebugKotlin,Write history file,6.0,,6,,6,,ms
:core:data-test:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,29.72,25.74,30,26,38,37,ms
:core:data-test:compileProdDebugKotlin,Spent time before task action,20.14,19.88,20,19,28,28,ms
:core:data-test:compileProdDebugKotlin,Run compilation,742.9,727.36,730,697,983,924,ms
:core:data-test:compileProdDebugKotlin,Load current classpath snapshot,4.5,3.74,4,4,8,6,ms
:core:data-test:compileProdDebugKotlin,Compiler IR lowering,89.14,89.06,81,88,140,122,ms
:core:data-test:compileProdDebugKotlin,Calculate output size,1.82,1.84,1,1,4,4,ms
:core:data-test:compileProdDebugKotlin,Update caches,2.16,2.44,1,1,5,6,ms
:core:data-test:compileProdDebugKotlin,Total Gradle task time,1048.86,1098.52,990,1071,1438,1434,ms
:core:data-test:compileProdDebugKotlin,Run compilation in Gradle worker,758.64,740.92,745,711,995,937,ms
:core:data-test:compileProdDebugKotlin,Connect to Kotlin daemon,12.96,9.22,11,9,17,14,ms
:core:data-test:compileProdDebugKotlin,Task action before worker execution,24.3,26.48,23,22,33,35,ms
:core:data-test:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,31.58,27.88,31,28,40,41,ms
:core:data-test:compileProdDebugKotlin,Clear jar cache,2.15,3.0,2,3,4,5,ms
:core:data-test:compileProdDebugKotlin,Incremental compilation in daemon,720.18,706.08,693,676,954,901,ms
:core:data-test:compileProdDebugKotlin,Compiler code analysis,352.96,345.16,343,339,457,484,ms
:core:data-test:compileProdDebugKotlin,Sources compilation round,626.08,611.04,607,607,854,799,ms
:core:data-test:compileProdDebugKotlin,Start gradle worker,80.43,88.24,4,3,503,400,ms
:core:data-test:compileProdDebugKotlin,Compiler initialization time,37.7,32.06,35,33,57,44,ms
:core:data-test:compileProdDebugKotlin,Compiler code generation,173.48,174.6,169,164,249,247,ms
:core:data-test:compileProdDebugKotlin,Compiler IR generation,83.92,84.98,82,81,113,140,ms
:core:data-test:compileProdDebugKotlin,Compiler IR translation,53.4,105.0,50,104,67,144,ms
:core:data-test:compileProdDebugKotlin,Number of lines for code generation,405,405,405,405,405,405,
:core:data-test:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:data-test:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:data-test:compileProdDebugKotlin,Compiler IR lowering line number,405,405,405,405,405,405,
:core:data-test:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:data-test:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,58,58,59,59,59,59,
:core:data-test:compileProdDebugKotlin,Number of lines analyzed,405,405,405,405,405,405,
:core:data-test:compileProdDebugKotlin,Size of shrunk classpath snapshot,78.5,78.5,79,79,79,79,KB
:core:data-test:compileProdDebugKotlin,Compiler IR translation line number,405,810,405,810,405,810,
:core:data-test:compileProdDebugKotlin,Code generation lines per second,2566,2476,2397,2469,3820,3258,
:core:data-test:compileProdDebugKotlin,Compiler IR generation line number,405,405,405,405,405,405,
:core:data-test:compileProdDebugKotlin,Analysis lines per second,1215,1254,1182,1196,1614,1738,
:core:data-test:compileProdDebugKotlin,Number of classpath entries,59,59,59,59,59,59,
:core:data-test:compileProdDebugKotlin,Total size of the cache directory,480.0,480.0,480,480,480,480,KB
:core:data-test:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:data-test:compileProdDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:core:data-test:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,7,7,7,7,7,7,
:core:data-test:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.63,2.9,3,3,6,5,ms
:core:data-test:compileProdDebugKotlin,Write history file,1.0,1.5,1,2,1,2,ms
:core:data-test:compileProdDebugKotlin,Clear output,2.0,7.0,2,7,2,12,ms
:core:data-test:compileProdDebugKotlin,Store build info,1.0,5.0,1,5,1,5,ms
:core:designsystem:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,245.66,243.64,239,221,324,358,ms
:core:designsystem:compileDemoDebugKotlin,Save shrunk current classpath snapshot,4.34,4.7,4,4,9,11,ms
:core:designsystem:compileDemoDebugKotlin,Spent time before task action,237.94,244.18,240,240,301,305,ms
:core:designsystem:compileDemoDebugKotlin,Run compilation,17408.84,17797.98,17474,17678,18890,19570,ms
:core:designsystem:compileDemoDebugKotlin,Load current classpath snapshot,141.5,149.42,142,137,179,215,ms
:core:designsystem:compileDemoDebugKotlin,Compiler IR lowering,2772.52,2894.42,2798,2844,3317,3369,ms
:core:designsystem:compileDemoDebugKotlin,Calculate output size,3.78,3.24,4,3,8,6,ms
:core:designsystem:compileDemoDebugKotlin,Update caches,41.76,43.88,41,40,54,58,ms
:core:designsystem:compileDemoDebugKotlin,Total Gradle task time,18032.52,18409.68,18140,18275,19571,20188,ms
:core:designsystem:compileDemoDebugKotlin,Run compilation in Gradle worker,17438.52,17822.98,17504,17732,18917,19585,ms
:core:designsystem:compileDemoDebugKotlin,Connect to Kotlin daemon,21.16,20.02,17,18,31,29,ms
:core:designsystem:compileDemoDebugKotlin,Task action before worker execution,25.34,23.16,22,23,36,33,ms
:core:designsystem:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,251.32,249.82,248,226,331,366,ms
:core:designsystem:compileDemoDebugKotlin,Incremental compilation in daemon,17363.16,17757.42,17430,17640,18833,19472,ms
:core:designsystem:compileDemoDebugKotlin,Compiler code analysis,7358.28,7595.9,7433,7565,8056,8531,ms
:core:designsystem:compileDemoDebugKotlin,Sources compilation round,16709.12,17116.5,16830,17062,18028,18774,ms
:core:designsystem:compileDemoDebugKotlin,Start gradle worker,3.74,3.62,3,3,7,6,ms
:core:designsystem:compileDemoDebugKotlin,Compiler initialization time,115.74,113.46,113,108,160,163,ms
:core:designsystem:compileDemoDebugKotlin,Compiler code generation,6427.44,6385.94,6435,6350,7073,7064,ms
:core:designsystem:compileDemoDebugKotlin,Compiler IR generation,3654.46,3490.92,3626,3508,4185,3855,ms
:core:designsystem:compileDemoDebugKotlin,Compiler IR translation,2787.58,6018.48,2791,5980,3277,7089,ms
:core:designsystem:compileDemoDebugKotlin,Number of lines for code generation,3598,3598,3598,3598,3598,3598,
