Category,Metric,varianta_using_xms Mean,variantb_no_xms Mean,varianta_using_xms P50,variantb_no_xms P50,varianta_using_xms P90,variantb_no_xms P90,Unit
:feature:search:compileProdDebugKotlin,Compiler code analysis,1284.78,1322.1,1238,1316,1603,1665,ms
:feature:search:compileProdDebugKotlin,Calculate output size,2.14,2.16,1,1,5,5,ms
:feature:search:compileProdDebugKotlin,Compiler IR lowering,316.62,331.32,300,314,448,508,ms
:feature:search:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,72.8,70.4,72,66,117,103,ms
:feature:search:compileProdDebugKotlin,Compiler IR translation,969.78,1047.5,966,1027,1170,1293,ms
:feature:search:compileProdDebugKotlin,Compiler initialization time,98.34,104.04,96,100,129,150,ms
:feature:search:compileProdDebugKotlin,Run compilation in Gradle worker,3456.3,3658.0,3418,3585,3970,4432,ms
:feature:search:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,96,97,97,97,97,
:feature:search:compileProdDebugKotlin,Number of lines for code generation,918,918,918,918,918,918,
:feature:search:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:search:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:search:compileProdDebugKotlin,Number of classpath entries,97,97,97,97,97,97,
:feature:search:compileProdDebugKotlin,Number of lines analyzed,918,918,918,918,918,918,
:feature:search:compileProdDebugKotlin,Size of shrunk classpath snapshot,111.1,111.1,111,111,111,111,KB
:feature:search:compileProdDebugKotlin,Compiler IR generation line number,918,918,918,918,918,918,
:feature:search:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:search:compileProdDebugKotlin,Analysis lines per second,740,716,741,697,948,927,
:feature:search:compileProdDebugKotlin,Total size of the cache directory,606.8,606.8,607,607,607,607,KB
:feature:search:compileProdDebugKotlin,Compiler IR translation line number,918,918,918,918,918,918,
:feature:search:compileProdDebugKotlin,Code generation lines per second,1078,1021,1075,993,1416,1314,
:feature:search:compileProdDebugKotlin,Compiler IR lowering line number,918,918,918,918,918,918,
:feature:search:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:search:compileProdDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:search:compileProdDebugKotlin,Clear output,1.0,3.5,1,4,1,6,ms
:feature:search:compileProdDebugKotlin,Clear jar cache,2.45,2.28,2,1,5,5,ms
:feature:search:compileProdDebugKotlin,Clear outputs on rebuild,3.33,5.0,3,4,6,11,ms
:feature:settings:compileDemoDebugKotlin,Update caches,8.44,7.44,6,5,12,10,ms
:feature:settings:compileDemoDebugKotlin,Start gradle worker,2.56,2.74,2,3,5,5,ms
:feature:settings:compileDemoDebugKotlin,Load current classpath snapshot,36.54,35.78,30,32,46,52,ms
:feature:settings:compileDemoDebugKotlin,Total Gradle task time,2930.3,2982.14,2892,2928,3440,3470,ms
:feature:settings:compileDemoDebugKotlin,Sources compilation round,2507.86,2557.24,2496,2524,2975,3000,ms
:feature:settings:compileDemoDebugKotlin,Compiler code generation,690.86,671.24,674,661,926,835,ms
:feature:settings:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,124.46,109.52,113,100,231,166,ms
:feature:settings:compileDemoDebugKotlin,Compiler IR generation,394.76,382.34,378,358,563,510,ms
:feature:settings:compileDemoDebugKotlin,Spent time before task action,33.94,33.86,34,34,45,45,ms
:feature:settings:compileDemoDebugKotlin,Connect to Kotlin daemon,16.92,14.24,10,11,42,21,ms
:feature:settings:compileDemoDebugKotlin,Run compilation,2760.22,2800.7,2732,2736,3234,3286,ms
:feature:settings:compileDemoDebugKotlin,Incremental compilation in daemon,2733.04,2774.52,2708,2708,3197,3266,ms
:feature:settings:compileDemoDebugKotlin,Task action before worker execution,20.42,22.42,21,22,29,29,ms
:feature:settings:compileDemoDebugKotlin,Compiler code analysis,892.84,919.9,887,900,1103,1179,ms
:feature:settings:compileDemoDebugKotlin,Calculate output size,2.68,2.38,2,1,6,6,ms
:feature:settings:compileDemoDebugKotlin,Compiler IR lowering,295.72,288.32,283,293,419,363,ms
:feature:settings:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,127.64,112.18,116,103,235,174,ms
:feature:settings:compileDemoDebugKotlin,Compiler IR translation,809.08,845.52,789,830,969,1046,ms
:feature:settings:compileDemoDebugKotlin,Clear jar cache,3.17,3.08,2,3,8,5,ms
:feature:settings:compileDemoDebugKotlin,Compiler initialization time,107.82,112.7,106,104,138,167,ms
:feature:settings:compileDemoDebugKotlin,Run compilation in Gradle worker,2783.36,2821.26,2750,2753,3255,3301,ms
:feature:settings:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,94,94,94,94,94,94,
:feature:settings:compileDemoDebugKotlin,Number of lines for code generation,413,413,413,413,413,413,
:feature:settings:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:settings:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:settings:compileDemoDebugKotlin,Number of classpath entries,107,107,107,107,107,107,
:feature:settings:compileDemoDebugKotlin,Number of lines analyzed,413,413,413,413,413,413,
:feature:settings:compileDemoDebugKotlin,Size of shrunk classpath snapshot,49.9,49.9,50,50,50,50,KB
:feature:settings:compileDemoDebugKotlin,Compiler IR generation line number,413,413,413,413,413,413,
:feature:settings:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:settings:compileDemoDebugKotlin,Analysis lines per second,474,458,466,459,584,548,
:feature:settings:compileDemoDebugKotlin,Total size of the cache directory,528.5,528.5,529,529,529,529,KB
:feature:settings:compileDemoDebugKotlin,Compiler IR translation line number,413,413,413,413,413,413,
:feature:settings:compileDemoDebugKotlin,Code generation lines per second,628,639,613,624,815,829,
:feature:settings:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,13,13,13,13,13,13,
:feature:settings:compileDemoDebugKotlin,Compiler IR lowering line number,413,413,413,413,413,413,
:feature:settings:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:settings:compileDemoDebugKotlin,Size of classpath snapshot,9.1,9.1,9,9,9,9,MB
:feature:settings:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.46,2.95,3,3,8,6,ms
:feature:settings:compileDemoDebugKotlin,Store build info,3.0,2.0,3,2,3,2,ms
:feature:settings:compileDemoDebugKotlin,Clear output,4.5,1.0,5,1,6,1,ms
:feature:settings:compileDemoDebugKotlin,Write history file,2.33,2.67,3,3,3,3,ms
:feature:settings:compileProdDebugKotlin,Update caches,4.1,3.62,3,4,8,7,ms
:feature:settings:compileProdDebugKotlin,Start gradle worker,68.44,12.14,2,2,7,6,ms
:feature:settings:compileProdDebugKotlin,Load current classpath snapshot,10.16,20.98,10,12,16,30,ms
:feature:settings:compileProdDebugKotlin,Total Gradle task time,2456.68,2482.28,2355,2405,3002,2867,ms
:feature:settings:compileProdDebugKotlin,Sources compilation round,2059.02,2113.94,2028,2061,2449,2470,ms
:feature:settings:compileProdDebugKotlin,Compiler code generation,505.7,489.56,471,463,652,665,ms
:feature:settings:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,68.74,76.4,67,69,88,154,ms
:feature:settings:compileProdDebugKotlin,Compiler IR generation,293.04,287.16,271,273,434,462,ms
:feature:settings:compileProdDebugKotlin,Spent time before task action,28.14,27.38,26,26,40,38,ms
:feature:settings:compileProdDebugKotlin,Connect to Kotlin daemon,16.76,17.44,10,14,24,22,ms
:feature:settings:compileProdDebugKotlin,Run compilation,2224.56,2299.94,2187,2225,2668,2583,ms
:feature:settings:compileProdDebugKotlin,Incremental compilation in daemon,2202.66,2274.56,2165,2201,2640,2563,ms
:feature:settings:compileProdDebugKotlin,Task action before worker execution,23.38,27.48,21,22,35,32,ms
:feature:settings:compileProdDebugKotlin,Compiler code analysis,715.18,787.04,697,771,863,1052,ms
:feature:settings:compileProdDebugKotlin,Calculate output size,1.82,2.22,1,1,4,5,ms
:feature:settings:compileProdDebugKotlin,Compiler IR lowering,212.04,201.92,203,200,306,283,ms
:feature:settings:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,71.0,78.9,69,70,92,155,ms
:feature:settings:compileProdDebugKotlin,Compiler IR translation,725.18,711.2,700,693,925,915,ms
:feature:settings:compileProdDebugKotlin,Clear jar cache,2.81,5.23,2,2,5,7,ms
:feature:settings:compileProdDebugKotlin,Compiler initialization time,105.02,119.6,97,107,154,181,ms
:feature:settings:compileProdDebugKotlin,Run compilation in Gradle worker,2247.24,2325.62,2220,2259,2695,2675,ms
:feature:settings:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,107,105,107,107,107,107,
:feature:settings:compileProdDebugKotlin,Number of lines for code generation,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:settings:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:settings:compileProdDebugKotlin,Number of classpath entries,107,107,107,107,107,107,
:feature:settings:compileProdDebugKotlin,Number of lines analyzed,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Size of shrunk classpath snapshot,49.9,49.9,50,50,50,50,KB
:feature:settings:compileProdDebugKotlin,Compiler IR generation line number,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:settings:compileProdDebugKotlin,Analysis lines per second,597,547,592,536,730,680,
:feature:settings:compileProdDebugKotlin,Total size of the cache directory,528.5,528.5,529,529,529,529,KB
:feature:settings:compileProdDebugKotlin,Compiler IR translation line number,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Code generation lines per second,862,898,878,892,1184,1183,
:feature:settings:compileProdDebugKotlin,Compiler IR lowering line number,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:settings:compileProdDebugKotlin,Size of classpath snapshot,9.1,9.1,9,9,9,9,MB
:feature:settings:compileProdDebugKotlin,Store build info,2.33,2.0,3,2,3,3,ms
:feature:settings:compileProdDebugKotlin,Clear output,1.0,4.5,1,5,1,5,ms
:feature:settings:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.2,3.22,3,3,5,5,ms
:feature:settings:compileProdDebugKotlin,Clear outputs on rebuild,15.0,3.0,15,3,15,3,ms
:feature:topic:compileDemoDebugKotlin,Update caches,7.66,7.9,7,8,11,12,ms
:feature:topic:compileDemoDebugKotlin,Start gradle worker,3.82,2.98,2,2,5,6,ms
:feature:topic:compileDemoDebugKotlin,Load current classpath snapshot,17.22,18.04,18,17,24,30,ms
:feature:topic:compileDemoDebugKotlin,Total Gradle task time,3537.42,3686.42,3480,3646,4171,4349,ms
:feature:topic:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.46,2.41,1,1,5,5,ms
:feature:topic:compileDemoDebugKotlin,Sources compilation round,3119.46,3229.58,3108,3156,3706,3962,ms
:feature:topic:compileDemoDebugKotlin,Compiler code generation,777.08,800.54,763,777,931,964,ms
:feature:topic:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,81.06,100.18,84,88,109,194,ms
:feature:topic:compileDemoDebugKotlin,Compiler IR generation,466.72,486.72,468,476,584,590,ms
:feature:topic:compileDemoDebugKotlin,Spent time before task action,31.32,32.52,32,31,42,44,ms
:feature:topic:compileDemoDebugKotlin,Connect to Kotlin daemon,12.12,13.9,11,12,23,21,ms
:feature:topic:compileDemoDebugKotlin,Run compilation,3342.34,3478.54,3289,3411,3930,4173,ms
:feature:topic:compileDemoDebugKotlin,Incremental compilation in daemon,3310.42,3448.06,3268,3383,3897,4145,ms
:feature:topic:compileDemoDebugKotlin,Task action before worker execution,24.92,26.1,23,24,39,34,ms
:feature:topic:compileDemoDebugKotlin,Compiler code analysis,1173.32,1229.14,1168,1157,1491,1622,ms
:feature:topic:compileDemoDebugKotlin,Calculate output size,1.68,2.0,1,1,4,4,ms
:feature:topic:compileDemoDebugKotlin,Compiler IR lowering,309.96,313.22,319,308,383,377,ms
:feature:topic:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,84.38,103.38,87,91,112,195,ms
:feature:topic:compileDemoDebugKotlin,Compiler IR translation,1049.42,1081.6,1037,1083,1350,1294,ms
:feature:topic:compileDemoDebugKotlin,Compiler initialization time,110.06,108.24,99,100,152,146,ms
:feature:topic:compileDemoDebugKotlin,Run compilation in Gradle worker,3359.08,3497.18,3302,3426,3948,4198,ms
:feature:topic:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,95,95,95,95,95,95,
:feature:topic:compileDemoDebugKotlin,Number of lines for code generation,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,Number of classpath entries,96,96,96,96,96,96,
:feature:topic:compileDemoDebugKotlin,Number of lines analyzed,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Size of shrunk classpath snapshot,92.6,92.6,93,93,93,93,KB
:feature:topic:compileDemoDebugKotlin,Compiler IR generation line number,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:topic:compileDemoDebugKotlin,Analysis lines per second,567,546,553,558,719,697,
:feature:topic:compileDemoDebugKotlin,Total size of the cache directory,572.3,572.3,572,572,572,572,KB
:feature:topic:compileDemoDebugKotlin,Compiler IR translation line number,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Code generation lines per second,853,842,847,832,993,1028,
:feature:topic:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,Compiler IR lowering line number,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:topic:compileDemoDebugKotlin,Clear jar cache,2.6,2.27,2,2,5,5,ms
:feature:topic:compileDemoDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:feature:topic:compileDemoDebugKotlin,Write history file,3.0,2.0,3,2,3,2,ms
:feature:topic:compileDemoDebugKotlin,Store build info,5.5,,6,,9,,ms
:feature:topic:compileProdDebugKotlin,Update caches,6.78,6.82,6,6,10,11,ms
:feature:topic:compileProdDebugKotlin,Start gradle worker,2.24,2.46,1,1,4,5,ms
:feature:topic:compileProdDebugKotlin,Load current classpath snapshot,9.56,10.9,10,11,14,17,ms
:feature:topic:compileProdDebugKotlin,Total Gradle task time,2900.12,3116.16,2835,3116,3377,3624,ms
:feature:topic:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.46,2.76,2,3,5,5,ms
:feature:topic:compileProdDebugKotlin,Sources compilation round,2534.3,2718.16,2487,2736,2989,3137,ms
:feature:topic:compileProdDebugKotlin,Compiler code generation,605.2,669.64,586,674,791,875,ms
:feature:topic:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,63.36,76.36,62,72,85,106,ms
:feature:topic:compileProdDebugKotlin,Compiler IR generation,368.6,415.12,349,404,527,563,ms
:feature:topic:compileProdDebugKotlin,Spent time before task action,25.02,24.02,23,23,37,35,ms
:feature:topic:compileProdDebugKotlin,Connect to Kotlin daemon,14.72,23.2,11,11,16,88,ms
:feature:topic:compileProdDebugKotlin,Run compilation,2718.78,2923.86,2638,2922,3192,3351,ms
:feature:topic:compileProdDebugKotlin,Incremental compilation in daemon,2696.16,2895.86,2616,2896,3175,3335,ms
:feature:topic:compileProdDebugKotlin,Task action before worker execution,22.18,23.7,22,22,29,35,ms
:feature:topic:compileProdDebugKotlin,Compiler code analysis,926.1,973.02,899,959,1244,1213,ms
:feature:topic:compileProdDebugKotlin,Calculate output size,2.34,2.82,1,2,6,6,ms
:feature:topic:compileProdDebugKotlin,Compiler IR lowering,236.04,253.96,227,246,330,346,ms
:feature:topic:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,65.76,79.18,66,76,87,107,ms
:feature:topic:compileProdDebugKotlin,Compiler IR translation,903.36,962.96,890,924,1154,1252,ms
:feature:topic:compileProdDebugKotlin,Compiler initialization time,93.82,106.02,89,97,139,164,ms
:feature:topic:compileProdDebugKotlin,Run compilation in Gradle worker,2738.94,2952.16,2653,2937,3206,3439,ms
:feature:topic:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,95,96,96,96,96,
:feature:topic:compileProdDebugKotlin,Number of lines for code generation,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:topic:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:topic:compileProdDebugKotlin,Number of classpath entries,96,96,96,96,96,96,
:feature:topic:compileProdDebugKotlin,Number of lines analyzed,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Size of shrunk classpath snapshot,92.6,92.6,93,93,93,93,KB
:feature:topic:compileProdDebugKotlin,Compiler IR generation line number,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:topic:compileProdDebugKotlin,Analysis lines per second,720,689,718,673,923,908,
:feature:topic:compileProdDebugKotlin,Total size of the cache directory,572.3,572.3,572,572,572,572,KB
:feature:topic:compileProdDebugKotlin,Compiler IR translation line number,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Code generation lines per second,1114,1006,1102,959,1412,1322,
:feature:topic:compileProdDebugKotlin,Compiler IR lowering line number,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:topic:compileProdDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:topic:compileProdDebugKotlin,Clear output,3.67,,3,,6,,ms
:feature:topic:compileProdDebugKotlin,Clear jar cache,2.63,1.97,1,2,6,3,ms
:feature:topic:compileProdDebugKotlin,Clear outputs on rebuild,3.0,2.0,3,2,3,2,ms
:lint:compileKotlin,Update caches,1.96,1.88,1,1,4,4,ms
:lint:compileKotlin,Start gradle worker,7.9,3.41,3,2,6,7,ms
:lint:compileKotlin,Load current classpath snapshot,361.22,365.46,344,344,521,538,ms
:lint:compileKotlin,Total Gradle task time,1762.06,1867.76,1733,1722,2072,2441,ms
:lint:compileKotlin,Sources compilation round,985.14,1004.72,974,956,1192,1248,ms
:lint:compileKotlin,Compiler code generation,109.24,113.98,107,107,156,163,ms
:lint:compileKotlin,Shrink current classpath snapshot non-incrementally,512.5,552.22,490,517,694,822,ms
:lint:compileKotlin,Compiler IR generation,33.64,33.92,30,30,55,60,ms
:lint:compileKotlin,Spent time before task action,114.14,129.68,117,109,142,172,ms
:lint:compileKotlin,Connect to Kotlin daemon,9.34,15.72,9,9,15,20,ms
:lint:compileKotlin,Run compilation,1565.0,1630.24,1518,1539,1888,2180,ms
:lint:compileKotlin,Incremental compilation in daemon,1546.7,1610.34,1496,1521,1861,2164,ms
:lint:compileKotlin,Task action before worker execution,9.54,12.08,9,9,15,26,ms
:lint:compileKotlin,Compiler code analysis,561.02,550.34,549,530,717,702,ms
:lint:compileKotlin,Calculate output size,1.74,2.34,1,2,4,4,ms
:lint:compileKotlin,Compiler IR lowering,75.08,79.56,75,76,108,125,ms
:lint:compileKotlin,Shrink and save current classpath snapshot after compilation,513.78,553.5,490,520,698,823,ms
:lint:compileKotlin,Compiler IR translation,142.64,148.92,141,139,194,209,ms
:lint:compileKotlin,Compiler initialization time,165.76,184.88,161,176,209,247,ms
:lint:compileKotlin,Run compilation in Gradle worker,1577.64,1651.26,1529,1571,1908,2190,ms
:lint:compileKotlin,Number of cache hits when loading classpath entry snapshots,5,4,5,5,5,5,
:lint:compileKotlin,Number of lines for code generation,287,287,287,287,287,287,
:lint:compileKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:lint:compileKotlin,Total compiler iteration,1,1,1,1,1,1,
:lint:compileKotlin,Number of classpath entries,29,29,29,29,29,29,
:lint:compileKotlin,Number of lines analyzed,287,287,287,287,287,287,
:lint:compileKotlin,Size of shrunk classpath snapshot,34.0,34.0,34,34,34,34,KB
:lint:compileKotlin,Compiler IR generation line number,287,287,287,287,287,287,
:lint:compileKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:lint:compileKotlin,Analysis lines per second,534,549,522,542,684,770,
:lint:compileKotlin,Total size of the cache directory,483.1,483.1,483,483,483,483,KB
:lint:compileKotlin,Compiler IR translation line number,287,287,287,287,287,287,
:lint:compileKotlin,Code generation lines per second,2859,2876,2682,2695,4142,4283,
:lint:compileKotlin,Number of cache misses when loading classpath entry snapshots,24,24,24,24,24,25,
:lint:compileKotlin,Compiler IR lowering line number,287,287,287,287,287,287,
:lint:compileKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:lint:compileKotlin,Size of classpath snapshot,17.6,17.6,18,18,18,18,MB
:lint:compileKotlin,Clear jar cache,2.37,2.92,2,2,4,7,ms
:lint:compileKotlin,Clear output,3.67,4.0,3,4,7,5,ms
:lint:compileKotlin,Write history file,6.0,,6,,6,,ms
:lint:compileKotlin,Save shrunk current classpath snapshot,2.9,2.67,3,2,6,5,ms
:lint:compileKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:lint:compileKotlin,Store build info,4.0,4.0,4,4,4,6,ms
:sync:sync-test:compileDemoDebugKotlin,Start gradle worker,1.82,1.7,1,1,5,4,ms
:sync:sync-test:compileDemoDebugKotlin,Load current classpath snapshot,2.14,2.76,2,2,4,5,ms
:sync:sync-test:compileDemoDebugKotlin,Total Gradle task time,298.48,336.58,278,311,426,509,ms
:sync:sync-test:compileDemoDebugKotlin,Sources compilation round,164.5,182.4,152,157,215,253,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler code generation,25.4,27.0,22,24,36,41,ms
:sync:sync-test:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,16.3,20.42,14,15,27,35,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler IR generation,10.02,10.48,8,9,16,17,ms
:sync:sync-test:compileDemoDebugKotlin,Spent time before task action,12.36,15.22,10,10,21,22,ms
:sync:sync-test:compileDemoDebugKotlin,Connect to Kotlin daemon,4.94,9.66,4,5,8,9,ms
:sync:sync-test:compileDemoDebugKotlin,Run compilation,232.76,258.12,212,248,312,372,ms
:sync:sync-test:compileDemoDebugKotlin,Incremental compilation in daemon,222.14,246.3,203,233,292,353,ms
:sync:sync-test:compileDemoDebugKotlin,Task action before worker execution,11.54,11.98,10,10,21,20,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler code analysis,92.4,102.54,83,88,133,147,ms
:sync:sync-test:compileDemoDebugKotlin,Calculate output size,1.16,1.36,1,1,1,2,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler IR lowering,14.84,16.0,14,14,20,24,ms
:sync:sync-test:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,17.42,21.14,14,15,28,36,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler IR translation,25.22,30.86,21,24,38,49,ms
:sync:sync-test:compileDemoDebugKotlin,Clear jar cache,1.27,2.0,1,1,3,7,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler initialization time,17.96,17.72,16,16,29,29,ms
:sync:sync-test:compileDemoDebugKotlin,Run compilation in Gradle worker,240.06,269.9,223,261,327,395,ms
:sync:sync-test:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,59,59,59,59,60,60,
:sync:sync-test:compileDemoDebugKotlin,Number of lines for code generation,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:sync-test:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:sync-test:compileDemoDebugKotlin,Number of classpath entries,60,60,60,60,60,60,
:sync:sync-test:compileDemoDebugKotlin,Number of lines analyzed,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Size of shrunk classpath snapshot,6.1,6.1,6,6,6,6,KB
:sync:sync-test:compileDemoDebugKotlin,Compiler IR generation line number,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:sync-test:compileDemoDebugKotlin,Analysis lines per second,819,766,873,819,999,1024,
:sync:sync-test:compileDemoDebugKotlin,Total size of the cache directory,444.2,444.2,444,444,444,444,KB
:sync:sync-test:compileDemoDebugKotlin,Compiler IR translation line number,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Code generation lines per second,3042,2882,3272,3000,3789,3789,
:sync:sync-test:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,2,
:sync:sync-test:compileDemoDebugKotlin,Compiler IR lowering line number,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:sync-test:compileDemoDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:sync:sync-test:compileDemoDebugKotlin,Update caches,2.67,2.75,3,3,3,4,ms
:sync:sync-test:compileDemoDebugKotlin,Save shrunk current classpath snapshot,26.0,,26,,26,,ms
:sync:sync-test:compileProdDebugKotlin,Start gradle worker,1.59,1.86,1,1,3,4,ms
:sync:sync-test:compileProdDebugKotlin,Load current classpath snapshot,2.4,2.7,2,2,5,6,ms
:sync:sync-test:compileProdDebugKotlin,Total Gradle task time,294.16,341.94,278,313,351,478,ms
:sync:sync-test:compileProdDebugKotlin,Sources compilation round,160.46,187.46,153,165,195,273,ms
:sync:sync-test:compileProdDebugKotlin,Compiler code generation,23.92,32.78,22,28,34,46,ms
:sync:sync-test:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,16.38,23.52,14,16,27,37,ms
:sync:sync-test:compileProdDebugKotlin,Compiler IR generation,9.72,12.2,8,9,15,20,ms
:sync:sync-test:compileProdDebugKotlin,Spent time before task action,11.18,12.08,11,10,15,19,ms
:sync:sync-test:compileProdDebugKotlin,Connect to Kotlin daemon,5.68,5.98,4,4,9,10,ms
:sync:sync-test:compileProdDebugKotlin,Run compilation,229.72,267.32,218,249,283,386,ms
:sync:sync-test:compileProdDebugKotlin,Incremental compilation in daemon,218.58,255.96,204,238,272,369,ms
:sync:sync-test:compileProdDebugKotlin,Task action before worker execution,10.68,11.62,10,10,17,19,ms
:sync:sync-test:compileProdDebugKotlin,Compiler code analysis,93.86,100.64,83,85,133,151,ms
:sync:sync-test:compileProdDebugKotlin,Calculate output size,1.16,1.38,1,1,2,3,ms
:sync:sync-test:compileProdDebugKotlin,Compiler IR lowering,13.78,20.06,13,15,20,29,ms
:sync:sync-test:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,17.66,24.3,15,17,28,38,ms
:sync:sync-test:compileProdDebugKotlin,Compiler IR translation,23.3,28.96,23,25,29,44,ms
:sync:sync-test:compileProdDebugKotlin,Compiler initialization time,14.7,19.34,15,16,21,39,ms
:sync:sync-test:compileProdDebugKotlin,Run compilation in Gradle worker,237.4,275.86,225,254,294,395,ms
:sync:sync-test:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,59,59,60,60,60,60,
:sync:sync-test:compileProdDebugKotlin,Number of lines for code generation,72,72,72,72,72,72,
