Category,Metric,varianta_main_r8 Mean,variantb_r8_different_process Mean,varianta_main_r8 P50,variantb_r8_different_process P50,varianta_main_r8 P90,variantb_r8_different_process P90,Unit
:feature:settings:compileDemoReleaseKotlin,Run compilation,3573.02,3594.68,3558,3553,4062,4324,ms
:feature:settings:compileDemoReleaseKotlin,Total size of the cache directory,528.6,528.6,529,529,529,529,KB
:feature:settings:compileDemoReleaseKotlin,Number of lines analyzed,413,413,413,413,413,413,
:feature:settings:compileDemoReleaseKotlin,Size of classpath snapshot,9.1,9.1,9,9,9,9,MB
:feature:settings:compileDemoReleaseKotlin,Number of lines for code generation,413,413,413,413,413,413,
:feature:settings:compileDemoReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:settings:compileDemoReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:settings:compileDemoReleaseKotlin,Code generation lines per second,468,475,454,482,653,582,
:feature:settings:compileDemoReleaseKotlin,Analysis lines per second,359,353,350,351,456,427,
:feature:settings:compileDemoReleaseKotlin,Number of cache hits when loading classpath entry snapshots,92,92,92,92,92,92,
:feature:settings:compileDemoReleaseKotlin,Compiler IR generation line number,413,413,413,413,413,413,
:feature:settings:compileDemoReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:settings:compileDemoReleaseKotlin,Number of cache misses when loading classpath entry snapshots,13,13,13,13,13,13,
:feature:settings:compileDemoReleaseKotlin,Compiler IR translation line number,413,413,413,413,413,413,
:feature:settings:compileDemoReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:settings:compileDemoReleaseKotlin,Number of classpath entries,105,105,105,105,105,105,
:feature:settings:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,49.9,49.9,50,50,50,50,KB
:feature:settings:compileDemoReleaseKotlin,Compiler IR lowering line number,413,413,413,413,413,413,
:feature:settings:compileDemoReleaseKotlin,Save shrunk current classpath snapshot,4.61,11.04,4,3,7,11,ms
:feature:settings:compileDemoReleaseKotlin,Store build info,6.0,3.0,6,3,6,4,ms
:feature:settings:compileDemoReleaseKotlin,Clear output,3.67,1.67,2,1,8,3,ms
:feature:settings:compileDemoReleaseKotlin,Write history file,3.0,3.25,3,3,5,5,ms
:feature:settings:compileProdReleaseKotlin,Update caches,3.16,5.28,2,5,5,10,ms
:feature:settings:compileProdReleaseKotlin,Total Gradle task time,2631.86,3258.62,2586,3393,3015,3770,ms
:feature:settings:compileProdReleaseKotlin,Compiler code generation,547.48,690.92,522,672,718,901,ms
:feature:settings:compileProdReleaseKotlin,Compiler code analysis,804.5,1039.46,784,1016,1012,1338,ms
:feature:settings:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,93.26,108.22,84,92,194,216,ms
:feature:settings:compileProdReleaseKotlin,Compiler IR generation,317.04,416.74,296,414,472,588,ms
:feature:settings:compileProdReleaseKotlin,Load current classpath snapshot,11.68,14.22,11,15,17,20,ms
:feature:settings:compileProdReleaseKotlin,Run compilation in Gradle worker,2469.98,3088.46,2430,3206,2853,3593,ms
:feature:settings:compileProdReleaseKotlin,Compiler IR translation,769.84,943.56,748,945,985,1189,ms
:feature:settings:compileProdReleaseKotlin,Start gradle worker,2.9,2.96,2,3,6,6,ms
:feature:settings:compileProdReleaseKotlin,Incremental compilation in daemon,2416.4,3029.4,2393,3170,2794,3540,ms
:feature:settings:compileProdReleaseKotlin,Task action before worker execution,27.28,28.1,24,27,40,39,ms
:feature:settings:compileProdReleaseKotlin,Sources compilation round,2229.32,2811.96,2207,2856,2521,3232,ms
:feature:settings:compileProdReleaseKotlin,Connect to Kotlin daemon,18.64,22.08,14,17,25,45,ms
:feature:settings:compileProdReleaseKotlin,Clear jar cache,3.7,3.71,2,3,8,5,ms
:feature:settings:compileProdReleaseKotlin,Spent time before task action,25.28,28.86,25,28,34,40,ms
:feature:settings:compileProdReleaseKotlin,Compiler initialization time,100.3,130.96,98,125,127,206,ms
:feature:settings:compileProdReleaseKotlin,Calculate output size,2.26,2.82,1,1,4,7,ms
:feature:settings:compileProdReleaseKotlin,Compiler IR lowering,230.02,273.46,221,270,292,376,ms
:feature:settings:compileProdReleaseKotlin,Shrink current classpath snapshot non-incrementally,90.22,105.22,80,89,193,213,ms
:feature:settings:compileProdReleaseKotlin,Run compilation,2444.26,3058.66,2414,3188,2820,3568,ms
:feature:settings:compileProdReleaseKotlin,Total size of the cache directory,528.6,528.6,529,529,529,529,KB
:feature:settings:compileProdReleaseKotlin,Number of lines analyzed,413,413,413,413,413,413,
:feature:settings:compileProdReleaseKotlin,Size of classpath snapshot,9.1,9.1,9,9,9,9,MB
:feature:settings:compileProdReleaseKotlin,Number of lines for code generation,413,413,413,413,413,413,
:feature:settings:compileProdReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:settings:compileProdReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:settings:compileProdReleaseKotlin,Code generation lines per second,809,638,791,614,1101,920,
:feature:settings:compileProdReleaseKotlin,Analysis lines per second,528,409,527,407,635,538,
:feature:settings:compileProdReleaseKotlin,Number of cache hits when loading classpath entry snapshots,105,105,105,105,105,105,
:feature:settings:compileProdReleaseKotlin,Compiler IR generation line number,413,413,413,413,413,413,
:feature:settings:compileProdReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:settings:compileProdReleaseKotlin,Compiler IR translation line number,413,413,413,413,413,413,
:feature:settings:compileProdReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:settings:compileProdReleaseKotlin,Number of classpath entries,105,105,105,105,105,105,
:feature:settings:compileProdReleaseKotlin,Size of shrunk classpath snapshot,49.9,49.9,50,50,50,50,KB
:feature:settings:compileProdReleaseKotlin,Compiler IR lowering line number,413,413,413,413,413,413,
:feature:settings:compileProdReleaseKotlin,Save shrunk current classpath snapshot,2.93,2.86,3,3,7,7,ms
:feature:settings:compileProdReleaseKotlin,Store build info,4.71,3.5,3,4,13,6,ms
:feature:settings:compileProdReleaseKotlin,Clear outputs on rebuild,1.0,1.0,1,1,1,1,ms
:feature:settings:compileProdReleaseKotlin,Clear output,3.0,2.0,3,2,3,3,ms
:feature:settings:compileProdReleaseKotlin,Write history file,2.0,3.0,2,3,2,3,ms
:feature:topic:compileDemoReleaseKotlin,Update caches,8.76,8.92,8,8,15,15,ms
:feature:topic:compileDemoReleaseKotlin,Total Gradle task time,4434.34,4418.02,4440,4324,5008,5023,ms
:feature:topic:compileDemoReleaseKotlin,Compiler code generation,895.66,893.7,887,885,1069,1157,ms
:feature:topic:compileDemoReleaseKotlin,Compiler code analysis,1626.18,1596.94,1593,1580,1989,1913,ms
:feature:topic:compileDemoReleaseKotlin,Shrink and save current classpath snapshot after compilation,103.38,89.86,89,92,200,133,ms
:feature:topic:compileDemoReleaseKotlin,Compiler IR generation,510.06,524.56,507,501,630,716,ms
:feature:topic:compileDemoReleaseKotlin,Load current classpath snapshot,19.38,19.92,19,21,29,29,ms
:feature:topic:compileDemoReleaseKotlin,Run compilation in Gradle worker,4232.24,4206.78,4238,4115,4775,4752,ms
:feature:topic:compileDemoReleaseKotlin,Compiler IR translation,1286.18,1308.42,1286,1280,1593,1712,ms
:feature:topic:compileDemoReleaseKotlin,Save shrunk current classpath snapshot,3.07,3.21,2,3,7,5,ms
:feature:topic:compileDemoReleaseKotlin,Start gradle worker,3.32,3.92,3,2,6,8,ms
:feature:topic:compileDemoReleaseKotlin,Incremental compilation in daemon,4165.74,4153.58,4160,4063,4644,4696,ms
:feature:topic:compileDemoReleaseKotlin,Task action before worker execution,26.78,39.92,26,28,36,40,ms
:feature:topic:compileDemoReleaseKotlin,Sources compilation round,3935.66,3951.14,3922,3881,4429,4518,ms
:feature:topic:compileDemoReleaseKotlin,Connect to Kotlin daemon,16.1,16.56,14,13,20,22,ms
:feature:topic:compileDemoReleaseKotlin,Spent time before task action,40.96,33.8,34,31,54,46,ms
:feature:topic:compileDemoReleaseKotlin,Compiler initialization time,117.78,141.8,118,124,151,229,ms
:feature:topic:compileDemoReleaseKotlin,Calculate output size,2.14,1.92,1,1,4,5,ms
:feature:topic:compileDemoReleaseKotlin,Compiler IR lowering,385.0,368.7,389,354,483,478,ms
:feature:topic:compileDemoReleaseKotlin,Shrink current classpath snapshot non-incrementally,99.3,85.48,84,88,198,125,ms
:feature:topic:compileDemoReleaseKotlin,Run compilation,4208.66,4185.12,4219,4100,4730,4731,ms
:feature:topic:compileDemoReleaseKotlin,Total size of the cache directory,572.5,572.5,573,573,573,573,KB
:feature:topic:compileDemoReleaseKotlin,Number of lines analyzed,646,646,646,646,646,646,
:feature:topic:compileDemoReleaseKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:topic:compileDemoReleaseKotlin,Number of lines for code generation,646,646,646,646,646,646,
:feature:topic:compileDemoReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:topic:compileDemoReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:topic:compileDemoReleaseKotlin,Code generation lines per second,733,749,728,730,877,945,
:feature:topic:compileDemoReleaseKotlin,Analysis lines per second,408,412,405,409,496,495,
:feature:topic:compileDemoReleaseKotlin,Number of cache hits when loading classpath entry snapshots,93,93,93,93,93,93,
:feature:topic:compileDemoReleaseKotlin,Compiler IR generation line number,646,646,646,646,646,646,
:feature:topic:compileDemoReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:topic:compileDemoReleaseKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:topic:compileDemoReleaseKotlin,Compiler IR translation line number,646,646,646,646,646,646,
:feature:topic:compileDemoReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:topic:compileDemoReleaseKotlin,Number of classpath entries,94,94,94,94,94,94,
:feature:topic:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,92.7,92.7,93,93,93,93,KB
:feature:topic:compileDemoReleaseKotlin,Compiler IR lowering line number,646,646,646,646,646,646,
:feature:topic:compileDemoReleaseKotlin,Clear jar cache,2.56,2.57,2,2,5,5,ms
:feature:topic:compileDemoReleaseKotlin,Store build info,3.0,2.0,3,2,3,3,ms
:feature:topic:compileDemoReleaseKotlin,Clear outputs on rebuild,2.0,2.0,2,2,3,2,ms
:feature:topic:compileDemoReleaseKotlin,Write history file,2.0,1.0,2,1,3,1,ms
:feature:topic:compileProdReleaseKotlin,Update caches,6.58,7.88,6,8,10,13,ms
:feature:topic:compileProdReleaseKotlin,Total Gradle task time,3131.14,4098.5,3108,4198,3600,4760,ms
:feature:topic:compileProdReleaseKotlin,Compiler code generation,617.6,870.9,597,880,811,1145,ms
:feature:topic:compileProdReleaseKotlin,Compiler code analysis,1049.68,1351.56,992,1350,1356,1611,ms
:feature:topic:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,73.58,90.44,72,82,104,131,ms
:feature:topic:compileProdReleaseKotlin,Compiler IR generation,379.3,521.72,366,528,503,748,ms
:feature:topic:compileProdReleaseKotlin,Load current classpath snapshot,11.22,18.2,11,15,17,28,ms
:feature:topic:compileProdReleaseKotlin,Run compilation in Gradle worker,2973.78,3891.8,2979,3995,3437,4545,ms
:feature:topic:compileProdReleaseKotlin,Compiler IR translation,974.58,1268.88,1004,1252,1172,1633,ms
:feature:topic:compileProdReleaseKotlin,Save shrunk current classpath snapshot,2.32,3.95,3,3,3,8,ms
:feature:topic:compileProdReleaseKotlin,Start gradle worker,2.5,3.76,2,3,6,9,ms
:feature:topic:compileProdReleaseKotlin,Incremental compilation in daemon,2926.64,3833.82,2911,3922,3403,4502,ms
:feature:topic:compileProdReleaseKotlin,Task action before worker execution,22.98,30.14,22,26,33,43,ms
:feature:topic:compileProdReleaseKotlin,Sources compilation round,2762.22,3621.2,2747,3709,3252,4237,ms
:feature:topic:compileProdReleaseKotlin,Connect to Kotlin daemon,20.02,18.24,12,14,25,29,ms
:feature:topic:compileProdReleaseKotlin,Spent time before task action,25.18,28.24,24,26,35,41,ms
:feature:topic:compileProdReleaseKotlin,Compiler initialization time,113.66,121.84,97,111,176,156,ms
:feature:topic:compileProdReleaseKotlin,Calculate output size,1.86,2.66,1,1,4,7,ms
:feature:topic:compileProdReleaseKotlin,Compiler IR lowering,237.7,348.58,223,335,356,533,ms
:feature:topic:compileProdReleaseKotlin,Shrink current classpath snapshot non-incrementally,70.92,86.84,70,80,100,123,ms
:feature:topic:compileProdReleaseKotlin,Run compilation,2949.12,3867.6,2935,3968,3423,4534,ms
:feature:topic:compileProdReleaseKotlin,Total size of the cache directory,572.5,572.5,573,573,573,573,KB
:feature:topic:compileProdReleaseKotlin,Number of lines analyzed,646,646,646,646,646,646,
:feature:topic:compileProdReleaseKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:topic:compileProdReleaseKotlin,Number of lines for code generation,646,646,646,646,646,646,
:feature:topic:compileProdReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:topic:compileProdReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:topic:compileProdReleaseKotlin,Code generation lines per second,1092,790,1083,734,1440,1149,
:feature:topic:compileProdReleaseKotlin,Analysis lines per second,638,488,652,478,823,592,
:feature:topic:compileProdReleaseKotlin,Number of cache hits when loading classpath entry snapshots,94,94,94,94,94,94,
:feature:topic:compileProdReleaseKotlin,Compiler IR generation line number,646,646,646,646,646,646,
:feature:topic:compileProdReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:topic:compileProdReleaseKotlin,Compiler IR translation line number,646,646,646,646,646,646,
:feature:topic:compileProdReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:topic:compileProdReleaseKotlin,Number of classpath entries,94,94,94,94,94,94,
:feature:topic:compileProdReleaseKotlin,Size of shrunk classpath snapshot,92.7,92.7,93,93,93,93,KB
:feature:topic:compileProdReleaseKotlin,Compiler IR lowering line number,646,646,646,646,646,646,
:feature:topic:compileProdReleaseKotlin,Clear jar cache,2.04,2.93,2,3,4,5,ms
:feature:topic:compileProdReleaseKotlin,Clear output,3.0,1.0,3,1,3,1,ms
:feature:topic:compileProdReleaseKotlin,Store build info,7.0,3.67,7,4,7,4,ms
:lint:compileKotlin,Update caches,6.5,5.74,6,6,10,10,ms
:lint:compileKotlin,Total Gradle task time,4086.22,4066.52,4049,4081,4594,4426,ms
:lint:compileKotlin,Compiler code generation,422.56,433.44,407,411,575,563,ms
:lint:compileKotlin,Compiler code analysis,1361.6,1328.98,1313,1326,1637,1633,ms
:lint:compileKotlin,Shrink and save current classpath snapshot after compilation,956.84,929.06,939,925,1169,1146,ms
:lint:compileKotlin,Compiler IR generation,156.72,153.5,147,146,193,209,ms
:lint:compileKotlin,Load current classpath snapshot,648.32,643.3,642,642,815,775,ms
:lint:compileKotlin,Run compilation in Gradle worker,3574.34,3513.8,3557,3455,4041,3913,ms
:lint:compileKotlin,Compiler IR translation,391.46,414.58,389,416,513,540,ms
:lint:compileKotlin,Save shrunk current classpath snapshot,2.6,3.18,1,3,6,7,ms
:lint:compileKotlin,Start gradle worker,3.0,2.62,1,1,7,6,ms
:lint:compileKotlin,Incremental compilation in daemon,3503.46,3460.6,3498,3403,3971,3861,ms
:lint:compileKotlin,Task action before worker execution,11.52,10.74,12,10,16,17,ms
:lint:compileKotlin,Sources compilation round,2445.2,2434.16,2429,2378,2780,2750,ms
:lint:compileKotlin,Connect to Kotlin daemon,21.08,15.84,16,14,29,23,ms
:lint:compileKotlin,Clear jar cache,5.27,4.09,5,4,10,6,ms
:lint:compileKotlin,Spent time before task action,422.42,467.16,426,463,527,560,ms
:lint:compileKotlin,Compiler initialization time,261.06,248.56,254,246,306,319,ms
:lint:compileKotlin,Calculate output size,2.42,3.16,1,2,6,7,ms
:lint:compileKotlin,Compiler IR lowering,265.28,279.48,255,268,368,361,ms
:lint:compileKotlin,Shrink current classpath snapshot non-incrementally,953.66,925.32,936,924,1162,1143,ms
:lint:compileKotlin,Run compilation,3541.84,3490.24,3524,3427,4012,3889,ms
:lint:compileKotlin,Total size of the cache directory,483.1,483.1,483,483,483,483,KB
:lint:compileKotlin,Number of lines analyzed,287,287,287,287,287,287,
:lint:compileKotlin,Size of classpath snapshot,17.6,17.6,18,18,18,18,MB
:lint:compileKotlin,Number of lines for code generation,287,287,287,287,287,287,
:lint:compileKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:lint:compileKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:lint:compileKotlin,Code generation lines per second,712,687,705,698,883,844,
:lint:compileKotlin,Analysis lines per second,213,219,219,216,247,256,
:lint:compileKotlin,Number of cache hits when loading classpath entry snapshots,3,3,3,3,3,3,
:lint:compileKotlin,Compiler IR generation line number,287,287,287,287,287,287,
:lint:compileKotlin,Total compiler iteration,1,1,1,1,1,1,
:lint:compileKotlin,Number of cache misses when loading classpath entry snapshots,26,26,26,26,26,26,
:lint:compileKotlin,Compiler IR translation line number,287,287,287,287,287,287,
:lint:compileKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:lint:compileKotlin,Number of classpath entries,29,29,29,29,29,29,
:lint:compileKotlin,Size of shrunk classpath snapshot,34.0,34.0,34,34,34,34,KB
:lint:compileKotlin,Compiler IR lowering line number,287,287,287,287,287,287,
:lint:compileKotlin,Clear outputs on rebuild,2.4,,2,,5,,ms
:lint:compileKotlin,Store build info,4.0,3.0,4,3,5,3,ms
:lint:compileKotlin,Clear output,8.0,4.5,8,4,11,9,ms
:lint:compileKotlin,Write history file,4.0,3.0,4,3,4,3,ms
:sync:sync-test:compileDemoReleaseKotlin,Update caches,3.53,2.77,3,3,8,6,ms
:sync:sync-test:compileDemoReleaseKotlin,Total Gradle task time,619.9,717.4,591,710,824,849,ms
:sync:sync-test:compileDemoReleaseKotlin,Compiler code generation,48.58,65.5,47,53,75,107,ms
:sync:sync-test:compileDemoReleaseKotlin,Compiler code analysis,175.38,209.94,177,198,260,275,ms
:sync:sync-test:compileDemoReleaseKotlin,Shrink and save current classpath snapshot after compilation,34.04,47.86,32,42,46,96,ms
:sync:sync-test:compileDemoReleaseKotlin,Compiler IR generation,18.5,20.96,18,19,27,30,ms
:sync:sync-test:compileDemoReleaseKotlin,Load current classpath snapshot,4.44,6.16,4,5,8,10,ms
:sync:sync-test:compileDemoReleaseKotlin,Run compilation in Gradle worker,467.06,564.64,454,553,593,708,ms
:sync:sync-test:compileDemoReleaseKotlin,Compiler IR translation,47.36,56.44,47,50,63,88,ms
:sync:sync-test:compileDemoReleaseKotlin,Start gradle worker,18.74,15.98,16,14,25,30,ms
:sync:sync-test:compileDemoReleaseKotlin,Incremental compilation in daemon,419.82,506.72,415,492,542,657,ms
:sync:sync-test:compileDemoReleaseKotlin,Task action before worker execution,49.18,44.06,36,37,52,63,ms
:sync:sync-test:compileDemoReleaseKotlin,Sources compilation round,320.78,389.64,317,387,427,519,ms
:sync:sync-test:compileDemoReleaseKotlin,Connect to Kotlin daemon,12.7,12.8,11,13,20,18,ms
:sync:sync-test:compileDemoReleaseKotlin,Spent time before task action,30.36,27.38,29,24,39,41,ms
:sync:sync-test:compileDemoReleaseKotlin,Compiler initialization time,43.86,51.6,40,49,59,70,ms
:sync:sync-test:compileDemoReleaseKotlin,Calculate output size,2.52,2.62,1,2,6,5,ms
:sync:sync-test:compileDemoReleaseKotlin,Compiler IR lowering,29.6,43.98,29,31,48,86,ms
:sync:sync-test:compileDemoReleaseKotlin,Shrink current classpath snapshot non-incrementally,32.66,44.96,30,40,44,91,ms
:sync:sync-test:compileDemoReleaseKotlin,Run compilation,450.9,547.38,443,530,574,693,ms
:sync:sync-test:compileDemoReleaseKotlin,Total size of the cache directory,444.2,444.2,444,444,444,444,KB
:sync:sync-test:compileDemoReleaseKotlin,Number of lines analyzed,72,72,72,72,72,72,
:sync:sync-test:compileDemoReleaseKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:sync:sync-test:compileDemoReleaseKotlin,Number of lines for code generation,72,72,72,72,72,72,
:sync:sync-test:compileDemoReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:sync-test:compileDemoReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:sync-test:compileDemoReleaseKotlin,Code generation lines per second,1729,1356,1531,1371,3258,1752,
:sync:sync-test:compileDemoReleaseKotlin,Analysis lines per second,460,357,408,364,683,436,
:sync:sync-test:compileDemoReleaseKotlin,Number of cache hits when loading classpath entry snapshots,57,57,58,58,58,58,
:sync:sync-test:compileDemoReleaseKotlin,Compiler IR generation line number,72,72,72,72,72,72,
:sync:sync-test:compileDemoReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:sync-test:compileDemoReleaseKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,2,2,
:sync:sync-test:compileDemoReleaseKotlin,Compiler IR translation line number,72,72,72,72,72,72,
:sync:sync-test:compileDemoReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:sync-test:compileDemoReleaseKotlin,Number of classpath entries,59,59,59,59,59,59,
:sync:sync-test:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,6.1,6.1,6,6,6,6,KB
:sync:sync-test:compileDemoReleaseKotlin,Compiler IR lowering line number,72,72,72,72,72,72,
:sync:sync-test:compileDemoReleaseKotlin,Clear jar cache,1.95,2.2,1,2,4,4,ms
:sync:sync-test:compileDemoReleaseKotlin,Save shrunk current classpath snapshot,2.83,4.14,3,3,5,7,ms
:sync:sync-test:compileDemoReleaseKotlin,Write history file,2.33,8.5,3,9,3,14,ms
:sync:sync-test:compileDemoReleaseKotlin,Clear output,2.0,4.0,2,4,3,4,ms
:sync:sync-test:compileDemoReleaseKotlin,Clear outputs on rebuild,3.0,4.0,3,4,3,4,ms
:sync:sync-test:compileProdReleaseKotlin,Total Gradle task time,621.82,692.96,612,657,831,914,ms
:sync:sync-test:compileProdReleaseKotlin,Compiler code generation,49.84,57.0,52,56,69,80,ms
:sync:sync-test:compileProdReleaseKotlin,Compiler code analysis,169.76,197.7,168,187,216,257,ms
:sync:sync-test:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,35.68,39.52,34,35,49,58,ms
:sync:sync-test:compileProdReleaseKotlin,Compiler IR generation,19.96,22.02,19,22,29,32,ms
:sync:sync-test:compileProdReleaseKotlin,Load current classpath snapshot,4.66,5.04,5,4,7,9,ms
:sync:sync-test:compileProdReleaseKotlin,Run compilation in Gradle worker,452.82,527.12,459,508,555,637,ms
:sync:sync-test:compileProdReleaseKotlin,Compiler IR translation,46.0,48.36,45,46,63,70,ms
:sync:sync-test:compileProdReleaseKotlin,Store build info,7.5,,3,,23,,ms
:sync:sync-test:compileProdReleaseKotlin,Start gradle worker,8.73,17.2,2,4,21,49,ms
:sync:sync-test:compileProdReleaseKotlin,Incremental compilation in daemon,416.38,482.52,420,458,502,558,ms
:sync:sync-test:compileProdReleaseKotlin,Task action before worker execution,43.32,29.64,26,26,62,34,ms
:sync:sync-test:compileProdReleaseKotlin,Sources compilation round,315.54,376.38,309,350,379,459,ms
:sync:sync-test:compileProdReleaseKotlin,Connect to Kotlin daemon,11.56,13.14,10,13,22,21,ms
:sync:sync-test:compileProdReleaseKotlin,Spent time before task action,23.44,26.36,22,25,36,34,ms
:sync:sync-test:compileProdReleaseKotlin,Compiler initialization time,42.64,64.26,41,41,52,69,ms
:sync:sync-test:compileProdReleaseKotlin,Calculate output size,2.02,2.34,1,1,4,4,ms
:sync:sync-test:compileProdReleaseKotlin,Compiler IR lowering,29.32,34.46,31,32,43,49,ms
:sync:sync-test:compileProdReleaseKotlin,Shrink current classpath snapshot non-incrementally,34.56,37.78,33,35,46,58,ms
:sync:sync-test:compileProdReleaseKotlin,Run compilation,438.44,511.08,442,491,540,618,ms
:sync:sync-test:compileProdReleaseKotlin,Total size of the cache directory,444.2,444.2,444,444,444,444,KB
:sync:sync-test:compileProdReleaseKotlin,Number of lines analyzed,72,72,72,72,72,72,
:sync:sync-test:compileProdReleaseKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:sync:sync-test:compileProdReleaseKotlin,Number of lines for code generation,72,72,72,72,72,72,
:sync:sync-test:compileProdReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:sync-test:compileProdReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:sync-test:compileProdReleaseKotlin,Code generation lines per second,1654,1370,1398,1285,2988,1787,
:sync:sync-test:compileProdReleaseKotlin,Analysis lines per second,450,386,429,386,583,480,
:sync:sync-test:compileProdReleaseKotlin,Number of cache hits when loading classpath entry snapshots,59,59,59,59,59,59,
:sync:sync-test:compileProdReleaseKotlin,Compiler IR generation line number,72,72,72,72,72,72,
:sync:sync-test:compileProdReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:sync-test:compileProdReleaseKotlin,Compiler IR translation line number,72,72,72,72,72,72,
:sync:sync-test:compileProdReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:sync-test:compileProdReleaseKotlin,Number of classpath entries,59,59,59,59,59,59,
:sync:sync-test:compileProdReleaseKotlin,Size of shrunk classpath snapshot,7.1,7.1,7,7,7,7,KB
:sync:sync-test:compileProdReleaseKotlin,Compiler IR lowering line number,72,72,72,72,72,72,
:sync:sync-test:compileProdReleaseKotlin,Update caches,4.0,3.93,3,4,7,8,ms
:sync:sync-test:compileProdReleaseKotlin,Clear output,3.0,2.33,4,3,4,3,ms
:sync:sync-test:compileProdReleaseKotlin,Clear jar cache,2.6,1.8,2,2,5,2,ms
:sync:sync-test:compileProdReleaseKotlin,Save shrunk current classpath snapshot,4.5,2.57,5,2,6,6,ms
:sync:sync-test:compileProdReleaseKotlin,Clear outputs on rebuild,3.0,2.0,3,2,3,2,ms
:sync:work:compileDemoReleaseKotlin,Update caches,9.56,10.5,9,10,13,16,ms
:sync:work:compileDemoReleaseKotlin,Total Gradle task time,1963.86,1976.68,1911,1945,2364,2337,ms
:sync:work:compileDemoReleaseKotlin,Compiler code generation,408.6,418.42,393,410,544,554,ms
:sync:work:compileDemoReleaseKotlin,Compiler code analysis,926.62,911.24,888,895,1199,1124,ms
:sync:work:compileDemoReleaseKotlin,Shrink and save current classpath snapshot after compilation,58.14,58.26,52,53,85,77,ms
:sync:work:compileDemoReleaseKotlin,Compiler IR generation,216.0,211.68,214,202,296,277,ms
:sync:work:compileDemoReleaseKotlin,Load current classpath snapshot,10.74,11.7,10,12,16,17,ms
:sync:work:compileDemoReleaseKotlin,Run compilation in Gradle worker,1784.68,1792.6,1744,1766,2164,2135,ms
:sync:work:compileDemoReleaseKotlin,Compiler IR translation,139.6,153.58,137,141,191,202,ms
:sync:work:compileDemoReleaseKotlin,Start gradle worker,3.84,4.72,3,3,8,11,ms
:sync:work:compileDemoReleaseKotlin,Incremental compilation in daemon,1732.9,1735.1,1692,1707,2087,2080,ms
:sync:work:compileDemoReleaseKotlin,Task action before worker execution,39.3,40.4,33,35,45,53,ms
:sync:work:compileDemoReleaseKotlin,Sources compilation round,1556.7,1555.36,1525,1508,1899,1847,ms
:sync:work:compileDemoReleaseKotlin,Connect to Kotlin daemon,15.86,20.82,14,15,24,29,ms
:sync:work:compileDemoReleaseKotlin,Clear jar cache,2.18,2.97,1,2,5,5,ms
:sync:work:compileDemoReleaseKotlin,Spent time before task action,34.64,36.26,35,36,54,49,ms
