Category,Metric,varianta_gradle_8_13 Mean,variantb_gradle_8_14_rc2 Mean,varianta_gradle_8_13 P50,variantb_gradle_8_14_rc2 P50,varianta_gradle_8_13 P90,variantb_gradle_8_14_rc2 P90,Unit
:core:datastore-test:compileDemoDebugKotlin,Compiler IR lowering line number,70,70,70,70,70,70,
:core:datastore-test:compileDemoDebugKotlin,Number of classpath entries,56,56,56,56,56,56,
:core:datastore-test:compileDemoDebugKotlin,Size of shrunk classpath snapshot,18.2,18.2,18,18,18,18,KB
:core:datastore-test:compileDemoDebugKotlin,Total size of the cache directory,445.2,445.2,445,445,445,445,KB
:core:datastore-test:compileDemoDebugKotlin,Analysis lines per second,416,398,385,391,647,512,
:core:datastore-test:compileDemoDebugKotlin,Number of lines analyzed,70,70,70,70,70,70,
:core:datastore-test:compileDemoDebugKotlin,Update caches,2.6,2.2,3,2,6,3,ms
:core:datastore-test:compileDemoDebugKotlin,Clear jar cache,3.18,2.29,1,1,6,5,ms
:core:datastore-test:compileDemoDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:core:datastore-test:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.5,2.83,3,3,3,3,ms
:core:datastore-test:compileProdDebugKotlin,Sources compilation round,340.66,323.36,337,323,460,424,ms
:core:datastore-test:compileProdDebugKotlin,Compiler code analysis,191.92,180.9,182,179,289,235,ms
:core:datastore-test:compileProdDebugKotlin,Compiler IR lowering,43.46,39.88,44,40,65,57,ms
:core:datastore-test:compileProdDebugKotlin,Compiler IR translation,35.76,35.04,38,36,58,48,ms
:core:datastore-test:compileProdDebugKotlin,Compiler initialization time,36.6,36.9,34,34,52,58,ms
:core:datastore-test:compileProdDebugKotlin,Incremental compilation in daemon,435.72,410.2,431,420,564,503,ms
:core:datastore-test:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,34.06,27.26,28,28,46,35,ms
:core:datastore-test:compileProdDebugKotlin,Task action before worker execution,49.66,53.2,48,48,81,92,ms
:core:datastore-test:compileProdDebugKotlin,Total Gradle task time,1048.5,1160.6,807,739,2128,2478,ms
:core:datastore-test:compileProdDebugKotlin,Run compilation,462.86,442.48,452,450,593,537,ms
:core:datastore-test:compileProdDebugKotlin,Compiler code generation,69.2,64.22,70,65,93,95,ms
:core:datastore-test:compileProdDebugKotlin,Calculate output size,2.58,2.02,1,1,6,4,ms
:core:datastore-test:compileProdDebugKotlin,Load current classpath snapshot,6.44,3.06,4,3,7,7,ms
:core:datastore-test:compileProdDebugKotlin,Start gradle worker,266.71,384.69,91,57,1211,1595,ms
:core:datastore-test:compileProdDebugKotlin,Run compilation in Gradle worker,478.0,456.76,463,462,606,552,ms
:core:datastore-test:compileProdDebugKotlin,Compiler IR generation,25.34,23.92,26,24,36,36,ms
:core:datastore-test:compileProdDebugKotlin,Spent time before task action,22.82,21.5,19,19,32,30,ms
:core:datastore-test:compileProdDebugKotlin,Connect to Kotlin daemon,11.62,11.54,9,10,18,19,ms
:core:datastore-test:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,32.1,26.18,27,27,44,34,ms
:core:datastore-test:compileProdDebugKotlin,Compiler IR translation line number,70,70,70,70,70,70,
:core:datastore-test:compileProdDebugKotlin,Size of classpath snapshot,3.0,3.0,3,3,3,3,MB
:core:datastore-test:compileProdDebugKotlin,Number of lines for code generation,70,70,70,70,70,70,
:core:datastore-test:compileProdDebugKotlin,Compiler IR generation line number,70,70,70,70,70,70,
:core:datastore-test:compileProdDebugKotlin,Code generation lines per second,1110,1221,1007,1076,1750,1886,
:core:datastore-test:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:datastore-test:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,55,55,56,56,56,56,
:core:datastore-test:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:datastore-test:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:datastore-test:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:datastore-test:compileProdDebugKotlin,Compiler IR lowering line number,70,70,70,70,70,70,
:core:datastore-test:compileProdDebugKotlin,Number of classpath entries,56,56,56,56,56,56,
:core:datastore-test:compileProdDebugKotlin,Size of shrunk classpath snapshot,18.2,18.2,18,18,18,18,KB
:core:datastore-test:compileProdDebugKotlin,Total size of the cache directory,445.2,445.2,445,445,445,445,KB
:core:datastore-test:compileProdDebugKotlin,Analysis lines per second,397,407,384,392,601,551,
:core:datastore-test:compileProdDebugKotlin,Number of lines analyzed,70,70,70,70,70,70,
:core:datastore-test:compileProdDebugKotlin,Store build info,3.0,3.0,3,3,3,3,ms
:core:datastore-test:compileProdDebugKotlin,Clear jar cache,2.57,1.6,2,1,4,4,ms
:core:datastore-test:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.62,1.86,3,2,10,3,ms
:core:datastore-test:compileProdDebugKotlin,Update caches,3.8,3.17,3,3,15,6,ms
:core:datastore-test:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:data-test:compileDemoDebugKotlin,Sources compilation round,654.62,637.2,651,647,778,807,ms
:core:data-test:compileDemoDebugKotlin,Compiler code analysis,391.68,393.28,376,376,486,533,ms
:core:data-test:compileDemoDebugKotlin,Compiler IR lowering,87.64,79.72,87,78,119,117,ms
:core:data-test:compileDemoDebugKotlin,Compiler IR translation,52.42,42.26,49,43,65,63,ms
:core:data-test:compileDemoDebugKotlin,Compiler initialization time,31.12,30.48,31,31,46,48,ms
:core:data-test:compileDemoDebugKotlin,Incremental compilation in daemon,762.6,739.14,756,748,900,912,ms
:core:data-test:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,33.64,35.66,32,33,51,53,ms
:core:data-test:compileDemoDebugKotlin,Task action before worker execution,36.76,40.16,28,30,89,102,ms
:core:data-test:compileDemoDebugKotlin,Total Gradle task time,963.36,943.62,957,932,1130,1149,ms
:core:data-test:compileDemoDebugKotlin,Run compilation,791.42,767.16,787,770,925,948,ms
:core:data-test:compileDemoDebugKotlin,Compiler code generation,173.0,164.78,170,155,217,233,ms
:core:data-test:compileDemoDebugKotlin,Calculate output size,1.76,1.86,1,1,4,4,ms
:core:data-test:compileDemoDebugKotlin,Load current classpath snapshot,5.92,5.68,6,5,10,10,ms
:core:data-test:compileDemoDebugKotlin,Start gradle worker,8.86,12.86,8,11,14,19,ms
:core:data-test:compileDemoDebugKotlin,Run compilation in Gradle worker,809.46,782.24,798,783,961,963,ms
:core:data-test:compileDemoDebugKotlin,Compiler IR generation,84.74,84.5,85,84,116,116,ms
:core:data-test:compileDemoDebugKotlin,Spent time before task action,27.14,26.02,23,25,34,32,ms
:core:data-test:compileDemoDebugKotlin,Connect to Kotlin daemon,14.46,11.48,10,10,19,17,ms
:core:data-test:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,31.7,33.84,30,31,49,48,ms
:core:data-test:compileDemoDebugKotlin,Update caches,2.06,3.16,1,1,4,4,ms
:core:data-test:compileDemoDebugKotlin,Compiler IR translation line number,405,405,405,405,405,405,
:core:data-test:compileDemoDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:core:data-test:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,6,6,7,7,7,7,
:core:data-test:compileDemoDebugKotlin,Number of lines for code generation,405,405,405,405,405,405,
:core:data-test:compileDemoDebugKotlin,Compiler IR generation line number,405,405,405,405,405,405,
:core:data-test:compileDemoDebugKotlin,Code generation lines per second,2457,2698,2382,2613,3235,3914,
:core:data-test:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:data-test:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,55,55,52,52,59,59,
:core:data-test:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:data-test:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:data-test:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:data-test:compileDemoDebugKotlin,Compiler IR lowering line number,405,405,405,405,405,405,
:core:data-test:compileDemoDebugKotlin,Number of classpath entries,59,59,59,59,59,59,
:core:data-test:compileDemoDebugKotlin,Size of shrunk classpath snapshot,78.5,78.5,79,79,79,79,KB
:core:data-test:compileDemoDebugKotlin,Total size of the cache directory,480.0,480.0,480,480,480,480,KB
:core:data-test:compileDemoDebugKotlin,Analysis lines per second,1065,1093,1077,1077,1347,1449,
:core:data-test:compileDemoDebugKotlin,Number of lines analyzed,405,405,405,405,405,405,
:core:data-test:compileDemoDebugKotlin,Write history file,2.5,,3,,3,,ms
:core:data-test:compileDemoDebugKotlin,Clear jar cache,2.16,1.94,1,1,3,4,ms
:core:data-test:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.75,2.89,3,2,5,6,ms
:core:data-test:compileDemoDebugKotlin,Clear output,3.0,2.33,3,2,3,3,ms
:core:data-test:compileProdDebugKotlin,Sources compilation round,643.82,652.04,631,651,774,813,ms
:core:data-test:compileProdDebugKotlin,Compiler code analysis,379.42,393.46,375,392,515,541,ms
:core:data-test:compileProdDebugKotlin,Compiler IR lowering,83.0,80.58,83,80,118,118,ms
:core:data-test:compileProdDebugKotlin,Compiler IR translation,53.86,49.52,50,46,70,74,ms
:core:data-test:compileProdDebugKotlin,Compiler initialization time,36.0,33.94,33,34,53,50,ms
:core:data-test:compileProdDebugKotlin,Incremental compilation in daemon,744.38,754.38,744,751,885,911,ms
:core:data-test:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,34.44,32.58,32,32,53,51,ms
:core:data-test:compileProdDebugKotlin,Task action before worker execution,29.14,34.96,25,26,44,48,ms
:core:data-test:compileProdDebugKotlin,Total Gradle task time,927.14,948.42,918,948,1104,1149,ms
:core:data-test:compileProdDebugKotlin,Run compilation,768.58,781.72,764,789,926,955,ms
:core:data-test:compileProdDebugKotlin,Compiler code generation,167.92,168.62,167,161,220,247,ms
:core:data-test:compileProdDebugKotlin,Calculate output size,1.96,1.74,1,1,4,4,ms
:core:data-test:compileProdDebugKotlin,Load current classpath snapshot,5.96,5.56,5,5,11,10,ms
:core:data-test:compileProdDebugKotlin,Start gradle worker,6.96,8.63,6,6,14,18,ms
:core:data-test:compileProdDebugKotlin,Run compilation in Gradle worker,784.54,797.96,774,805,942,961,ms
:core:data-test:compileProdDebugKotlin,Compiler IR generation,84.48,87.46,84,79,111,133,ms
:core:data-test:compileProdDebugKotlin,Spent time before task action,24.72,27.2,23,25,35,33,ms
:core:data-test:compileProdDebugKotlin,Connect to Kotlin daemon,11.5,12.92,10,11,22,20,ms
:core:data-test:compileProdDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:core:data-test:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,32.66,30.16,30,30,52,46,ms
:core:data-test:compileProdDebugKotlin,Update caches,1.72,2.4,1,1,4,4,ms
:core:data-test:compileProdDebugKotlin,Compiler IR translation line number,405,405,405,405,405,405,
:core:data-test:compileProdDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:core:data-test:compileProdDebugKotlin,Number of lines for code generation,405,405,405,405,405,405,
:core:data-test:compileProdDebugKotlin,Compiler IR generation line number,405,405,405,405,405,405,
:core:data-test:compileProdDebugKotlin,Code generation lines per second,2572,2651,2432,2515,3569,3880,
:core:data-test:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:data-test:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,57,57,59,59,59,59,
:core:data-test:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:data-test:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:data-test:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:data-test:compileProdDebugKotlin,Compiler IR lowering line number,405,405,405,405,405,405,
:core:data-test:compileProdDebugKotlin,Number of classpath entries,59,59,59,59,59,59,
:core:data-test:compileProdDebugKotlin,Size of shrunk classpath snapshot,78.5,78.5,79,79,79,79,KB
:core:data-test:compileProdDebugKotlin,Total size of the cache directory,480.0,480.0,480,480,480,480,KB
:core:data-test:compileProdDebugKotlin,Analysis lines per second,1133,1102,1080,1034,1581,1598,
:core:data-test:compileProdDebugKotlin,Number of lines analyzed,405,405,405,405,405,405,
:core:data-test:compileProdDebugKotlin,Store build info,3.0,3.0,3,3,3,3,ms
:core:data-test:compileProdDebugKotlin,Clear output,1.67,1.75,1,2,3,2,ms
:core:data-test:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,4,5,7,7,7,7,
:core:data-test:compileProdDebugKotlin,Clear jar cache,5.6,2.71,1,3,28,7,ms
:core:data-test:compileProdDebugKotlin,Write history file,4.25,2.67,5,3,5,4,ms
:core:data-test:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.0,2.47,3,3,6,4,ms
:core:designsystem:compileDemoDebugKotlin,Sources compilation round,13049.98,13252.68,12976,13080,14231,14673,ms
:core:designsystem:compileDemoDebugKotlin,Compiler code analysis,5734.46,5834.06,5668,5801,6403,6605,ms
:core:designsystem:compileDemoDebugKotlin,Compiler IR lowering,1993.84,2045.88,1979,2042,2295,2326,ms
:core:designsystem:compileDemoDebugKotlin,Compiler IR translation,2391.76,2359.28,2404,2313,2758,2655,ms
:core:designsystem:compileDemoDebugKotlin,Compiler initialization time,82.54,84.92,81,85,117,114,ms
:core:designsystem:compileDemoDebugKotlin,Incremental compilation in daemon,13517.94,13734.14,13483,13595,14684,15071,ms
:core:designsystem:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,193.46,190.8,177,178,271,269,ms
:core:designsystem:compileDemoDebugKotlin,Task action before worker execution,24.98,21.0,20,18,39,33,ms
:core:designsystem:compileDemoDebugKotlin,Total Gradle task time,21699.08,23206.92,21245,22774,25872,27820,ms
:core:designsystem:compileDemoDebugKotlin,Run compilation,13545.72,13761.0,13524,13607,14721,15099,ms
:core:designsystem:compileDemoDebugKotlin,Compiler code generation,4831.08,4963.92,4804,4964,5503,5628,ms
:core:designsystem:compileDemoDebugKotlin,Calculate output size,2.2,2.36,2,2,5,5,ms
:core:designsystem:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.44,2.8,2,3,5,6,ms
:core:designsystem:compileDemoDebugKotlin,Load current classpath snapshot,117.88,121.26,106,119,165,181,ms
:core:designsystem:compileDemoDebugKotlin,Start gradle worker,231.8,87.79,9,4,948,157,ms
:core:designsystem:compileDemoDebugKotlin,Run compilation in Gradle worker,13564.14,13778.26,13543,13614,14762,15134,ms
:core:designsystem:compileDemoDebugKotlin,Compiler IR generation,2836.78,2917.52,2785,2823,3332,3321,ms
:core:designsystem:compileDemoDebugKotlin,Spent time before task action,5088.12,5307.82,5033,5070,6389,6759,ms
:core:designsystem:compileDemoDebugKotlin,Connect to Kotlin daemon,13.7,11.86,13,12,19,17,ms
:core:designsystem:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,189.5,186.66,172,176,265,264,ms
:core:designsystem:compileDemoDebugKotlin,Update caches,37.3,35.82,35,34,53,49,ms
:core:designsystem:compileDemoDebugKotlin,Compiler IR translation line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoDebugKotlin,Size of classpath snapshot,7.3,7.3,7,7,7,7,MB
:core:designsystem:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,36,36,36,36,36,36,
:core:designsystem:compileDemoDebugKotlin,Number of lines for code generation,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoDebugKotlin,Compiler IR generation line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoDebugKotlin,Code generation lines per second,751,730,749,724,833,812,
:core:designsystem:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:designsystem:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,13,13,13,13,13,13,
:core:designsystem:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:designsystem:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:designsystem:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:designsystem:compileDemoDebugKotlin,Compiler IR lowering line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoDebugKotlin,Number of classpath entries,49,49,49,49,49,49,
:core:designsystem:compileDemoDebugKotlin,Size of shrunk classpath snapshot,92.0,92.0,92,92,92,92,KB
:core:designsystem:compileDemoDebugKotlin,Total size of the cache directory,784.5,784.5,785,785,785,785,KB
:core:designsystem:compileDemoDebugKotlin,Analysis lines per second,631,621,635,620,717,693,
:core:designsystem:compileDemoDebugKotlin,Number of lines analyzed,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoDebugKotlin,Clear jar cache,2.33,2.8,1,3,11,7,ms
:core:designsystem:compileDemoDebugKotlin,Clear output,2.0,1.0,2,1,3,1,ms
:core:designsystem:compileDemoDebugKotlin,Write history file,4.0,2.0,3,2,6,3,ms
:core:designsystem:compileDemoDebugKotlin,Store build info,2.5,2.0,3,2,3,3,ms
:core:designsystem:compileProdDebugKotlin,Sources compilation round,6488.08,6420.14,6373,6313,7384,7110,ms
:core:designsystem:compileProdDebugKotlin,Compiler code analysis,2777.7,2808.36,2705,2698,3251,3376,ms
:core:designsystem:compileProdDebugKotlin,Compiler IR lowering,979.58,981.8,976,948,1217,1247,ms
