Category,Metric,varianta_main Mean,variantb_9.5.0-rc-1 Mean,varianta_main P50,variantb_9.5.0-rc-1 P50,varianta_main P90,variantb_9.5.0-rc-1 P90,Unit
:repository:push-checkout:compileDebugKotlin,Number of classpath entries,123,123,123,123,123,123,
:repository:push-checkout:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:repository:push-checkout:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:repository:push-checkout:compileDebugKotlin,Number of lines analyzed,281,281,281,281,281,281,
:repository:push-checkout:compileDebugKotlin,Analysis lines per second,856,838,864,849,1055,1043,
:repository:push-checkout:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,122,122,122,122,122,122,
:repository:push-checkout:compileDebugKotlin,Size of shrunk classpath snapshot,28.1,28.1,28,28,28,28,KB
:repository:push-checkout:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:repository:push-checkout:compileDebugKotlin,Store build info,1.0,,1,,1,,ms
:repository:push-checkout:compileDebugKotlin,Save shrunk current classpath snapshot,6.0,2.5,6,3,6,3,ms
:repository:push-checkout:compileDebugKotlin,Clear output,3.0,1.0,3,1,5,1,ms
:repository:report-checkout:compileDebugKotlin,Load current classpath snapshot,4.46,7.78,4,4,8,11,ms
:repository:report-checkout:compileDebugKotlin,Clear output,5.0,,5,,5,,ms
:repository:report-checkout:compileDebugKotlin,Compiler backend,87.32,94.2,60,65,129,210,ms
:repository:report-checkout:compileDebugKotlin,Spent time before task action,34.3,35.56,31,35,50,52,ms
:repository:report-checkout:compileDebugKotlin,Compiler initialization time,40.66,43.64,39,40,62,65,ms
:repository:report-checkout:compileDebugKotlin,Compiler code generation,217.36,231.86,183,214,412,362,ms
:repository:report-checkout:compileDebugKotlin,Total Gradle task time,1480.88,1557.08,1425,1498,1827,1899,ms
:repository:report-checkout:compileDebugKotlin,Update caches,1.88,1.58,1,1,4,3,ms
:repository:report-checkout:compileDebugKotlin,Run compilation,1356.24,1428.64,1309,1380,1699,1768,ms
:repository:report-checkout:compileDebugKotlin,Run compilation in Gradle worker,1362.72,1437.28,1324,1383,1701,1773,ms
:repository:report-checkout:compileDebugKotlin,Compiler translation to IR,428.14,455.92,410,432,580,602,ms
:repository:report-checkout:compileDebugKotlin,Remove duplicate classes,3.96,7.22,3,3,6,9,ms
:repository:report-checkout:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,32.96,35.56,27,29,49,50,ms
:repository:report-checkout:compileDebugKotlin,Start gradle worker,1.57,1.8,1,1,3,4,ms
:repository:report-checkout:compileDebugKotlin,Task action before worker execution,10.76,11.14,8,10,17,18,ms
:repository:report-checkout:compileDebugKotlin,Sources compilation round,1230.44,1283.1,1183,1262,1542,1567,ms
:repository:report-checkout:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,26.54,25.9,22,23,40,42,ms
:repository:report-checkout:compileDebugKotlin,Calculate output size,1.67,1.98,1,1,4,4,ms
:repository:report-checkout:compileDebugKotlin,Compiler code analysis,390.58,386.82,366,374,521,462,ms
:repository:report-checkout:compileDebugKotlin,Compiler IR lowering,129.54,137.2,113,124,179,192,ms
:repository:report-checkout:compileDebugKotlin,Incremental compilation in daemon,1332.34,1388.5,1297,1360,1663,1698,ms
:repository:report-checkout:compileDebugKotlin,Total size of the cache directory,548.7,548.7,549,549,549,549,KB
:repository:report-checkout:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:repository:report-checkout:compileDebugKotlin,Size of classpath snapshot,7.5,7.5,8,8,8,8,MB
:repository:report-checkout:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:repository:report-checkout:compileDebugKotlin,Code generation lines per second,1467,1374,1540,1316,1896,1935,
:repository:report-checkout:compileDebugKotlin,Number of classpath entries,153,153,153,153,153,153,
:repository:report-checkout:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:repository:report-checkout:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:repository:report-checkout:compileDebugKotlin,Number of lines analyzed,282,282,282,282,282,282,
:repository:report-checkout:compileDebugKotlin,Analysis lines per second,749,739,769,754,937,851,
:repository:report-checkout:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,152,152,152,152,152,152,
:repository:report-checkout:compileDebugKotlin,Size of shrunk classpath snapshot,47.3,47.3,47,47,47,47,KB
:repository:report-checkout:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:repository:report-checkout:compileDebugKotlin,Save shrunk current classpath snapshot,1.5,1.0,2,1,2,1,ms
:repository:report-checkout:compileDebugKotlin,Store build info,1.0,2.0,1,2,1,3,ms
:repository:search-checkout:compileDebugKotlin,Load current classpath snapshot,3.94,4.14,3,4,7,8,ms
:repository:search-checkout:compileDebugKotlin,Compiler backend,83.56,86.46,72,80,114,132,ms
:repository:search-checkout:compileDebugKotlin,Spent time before task action,35.16,34.0,32,31,49,46,ms
:repository:search-checkout:compileDebugKotlin,Compiler initialization time,43.18,52.24,39,39,62,68,ms
:repository:search-checkout:compileDebugKotlin,Compiler code generation,237.74,252.52,217,215,318,409,ms
:repository:search-checkout:compileDebugKotlin,Total Gradle task time,1569.7,1593.82,1566,1554,1911,1993,ms
:repository:search-checkout:compileDebugKotlin,Update caches,2.08,1.96,2,2,4,4,ms
:repository:search-checkout:compileDebugKotlin,Run compilation,1433.7,1456.88,1441,1397,1748,1786,ms
:repository:search-checkout:compileDebugKotlin,Run compilation in Gradle worker,1442.52,1465.86,1450,1421,1772,1791,ms
:repository:search-checkout:compileDebugKotlin,Compiler translation to IR,476.22,470.0,451,450,629,662,ms
:repository:search-checkout:compileDebugKotlin,Remove duplicate classes,3.34,3.6,3,3,6,7,ms
:repository:search-checkout:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,30.7,34.26,25,29,50,49,ms
:repository:search-checkout:compileDebugKotlin,Start gradle worker,5.67,1.7,1,1,5,3,ms
:repository:search-checkout:compileDebugKotlin,Task action before worker execution,11.26,11.24,11,10,17,18,ms
:repository:search-checkout:compileDebugKotlin,Sources compilation round,1297.18,1326.92,1305,1268,1596,1622,ms
:repository:search-checkout:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,24.94,28.02,19,22,43,41,ms
:repository:search-checkout:compileDebugKotlin,Calculate output size,4.76,2.06,1,1,5,4,ms
:repository:search-checkout:compileDebugKotlin,Compiler code analysis,381.32,397.6,372,379,494,500,ms
:repository:search-checkout:compileDebugKotlin,Compiler IR lowering,153.66,165.52,134,131,213,297,ms
:repository:search-checkout:compileDebugKotlin,Incremental compilation in daemon,1411.6,1431.18,1421,1375,1728,1753,ms
:repository:search-checkout:compileDebugKotlin,Total size of the cache directory,559.1,559.1,559,559,559,559,KB
:repository:search-checkout:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:repository:search-checkout:compileDebugKotlin,Size of classpath snapshot,6.4,6.4,6,6,6,6,MB
:repository:search-checkout:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:repository:search-checkout:compileDebugKotlin,Code generation lines per second,1288,1250,1300,1317,1670,1718,
:repository:search-checkout:compileDebugKotlin,Number of classpath entries,123,123,123,123,123,123,
:repository:search-checkout:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:repository:search-checkout:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:repository:search-checkout:compileDebugKotlin,Number of lines analyzed,283,283,283,283,283,283,
:repository:search-checkout:compileDebugKotlin,Analysis lines per second,767,740,761,745,931,949,
:repository:search-checkout:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,122,122,122,122,122,122,
:repository:search-checkout:compileDebugKotlin,Size of shrunk classpath snapshot,45.2,45.2,45,45,45,45,KB
:repository:search-checkout:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:repository:search-checkout:compileDebugKotlin,Store build info,2.0,3.0,2,3,2,4,ms
:repository:search-checkout:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.75,3,3,3,3,ms
:repository:search-checkout:compileDebugKotlin,Clear output,1.5,3.0,2,3,2,3,ms
:repository:session-checkout:compileDebugKotlin,Load current classpath snapshot,3.16,3.46,3,3,6,6,ms
:repository:session-checkout:compileDebugKotlin,Compiler backend,90.0,76.86,71,71,115,110,ms
:repository:session-checkout:compileDebugKotlin,Spent time before task action,31.2,32.84,30,31,44,43,ms
:repository:session-checkout:compileDebugKotlin,Compiler initialization time,35.1,37.44,33,35,54,59,ms
:repository:session-checkout:compileDebugKotlin,Compiler code generation,280.44,237.34,246,227,447,322,ms
:repository:session-checkout:compileDebugKotlin,Total Gradle task time,1570.48,1572.48,1555,1535,1817,1927,ms
:repository:session-checkout:compileDebugKotlin,Update caches,1.5,1.94,1,2,2,4,ms
:repository:session-checkout:compileDebugKotlin,Run compilation,1458.24,1447.84,1420,1438,1715,1772,ms
:repository:session-checkout:compileDebugKotlin,Run compilation in Gradle worker,1463.04,1453.88,1428,1440,1719,1774,ms
:repository:session-checkout:compileDebugKotlin,Compiler translation to IR,473.5,531.04,460,474,588,747,ms
:repository:session-checkout:compileDebugKotlin,Remove duplicate classes,2.62,3.06,2,2,5,5,ms
:repository:session-checkout:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,30.26,27.78,21,23,47,43,ms
:repository:session-checkout:compileDebugKotlin,Task action before worker execution,11.46,11.38,11,12,17,18,ms
:repository:session-checkout:compileDebugKotlin,Sources compilation round,1334.98,1324.78,1314,1311,1590,1617,ms
:repository:session-checkout:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,25.52,22.8,18,19,39,37,ms
:repository:session-checkout:compileDebugKotlin,Calculate output size,1.39,1.7,1,1,3,4,ms
:repository:session-checkout:compileDebugKotlin,Compiler code analysis,373.78,359.62,351,363,496,441,ms
:repository:session-checkout:compileDebugKotlin,Compiler IR lowering,189.94,160.06,164,143,348,227,ms
:repository:session-checkout:compileDebugKotlin,Incremental compilation in daemon,1429.86,1421.32,1403,1416,1682,1734,ms
:repository:session-checkout:compileDebugKotlin,Total size of the cache directory,558.1,558.1,558,558,558,558,KB
:repository:session-checkout:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:repository:session-checkout:compileDebugKotlin,Size of classpath snapshot,5.8,5.8,6,6,6,6,MB
:repository:session-checkout:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:repository:session-checkout:compileDebugKotlin,Code generation lines per second,1155,1240,1142,1237,1645,1536,
:repository:session-checkout:compileDebugKotlin,Number of classpath entries,105,105,105,105,105,105,
:repository:session-checkout:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:repository:session-checkout:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:repository:session-checkout:compileDebugKotlin,Number of lines analyzed,281,281,281,281,281,281,
:repository:session-checkout:compileDebugKotlin,Analysis lines per second,777,803,799,773,963,995,
:repository:session-checkout:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,104,104,104,104,104,104,
:repository:session-checkout:compileDebugKotlin,Size of shrunk classpath snapshot,28.1,28.1,28,28,28,28,KB
:repository:session-checkout:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:repository:session-checkout:compileDebugKotlin,Start gradle worker,1.7,1.74,1,1,3,3,ms
:repository:session-checkout:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,3.0,3,3,3,3,ms
:repository:setting-checkout:compileDebugKotlin,Load current classpath snapshot,3.18,3.62,3,3,5,6,ms
:repository:setting-checkout:compileDebugKotlin,Compiler backend,78.68,69.72,63,63,114,107,ms
:repository:setting-checkout:compileDebugKotlin,Spent time before task action,28.9,31.8,29,30,44,48,ms
:repository:setting-checkout:compileDebugKotlin,Compiler initialization time,39.62,37.8,38,36,65,60,ms
:repository:setting-checkout:compileDebugKotlin,Compiler code generation,214.76,225.08,196,183,308,341,ms
:repository:setting-checkout:compileDebugKotlin,Total Gradle task time,1405.82,1445.2,1395,1482,1723,1791,ms
:repository:setting-checkout:compileDebugKotlin,Save shrunk current classpath snapshot,2.75,2.0,3,2,5,3,ms
:repository:setting-checkout:compileDebugKotlin,Update caches,1.56,1.58,1,1,3,4,ms
:repository:setting-checkout:compileDebugKotlin,Run compilation,1300.88,1328.4,1294,1369,1610,1638,ms
:repository:setting-checkout:compileDebugKotlin,Run compilation in Gradle worker,1308.02,1338.5,1296,1374,1612,1668,ms
:repository:setting-checkout:compileDebugKotlin,Compiler translation to IR,435.08,461.9,426,453,540,583,ms
:repository:setting-checkout:compileDebugKotlin,Remove duplicate classes,2.72,3.14,2,2,5,6,ms
:repository:setting-checkout:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,25.76,28.74,21,22,41,47,ms
:repository:setting-checkout:compileDebugKotlin,Task action before worker execution,10.64,11.34,11,11,16,18,ms
:repository:setting-checkout:compileDebugKotlin,Sources compilation round,1188.78,1219.9,1165,1269,1430,1522,ms
:repository:setting-checkout:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,20.88,23.32,17,18,33,38,ms
:repository:setting-checkout:compileDebugKotlin,Calculate output size,1.51,1.58,1,1,3,3,ms
:repository:setting-checkout:compileDebugKotlin,Compiler code analysis,360.32,362.88,348,347,495,485,ms
:repository:setting-checkout:compileDebugKotlin,Compiler IR lowering,135.68,154.82,118,116,190,273,ms
:repository:setting-checkout:compileDebugKotlin,Incremental compilation in daemon,1270.78,1306.76,1257,1352,1542,1607,ms
:repository:setting-checkout:compileDebugKotlin,Total size of the cache directory,555.5,555.5,556,556,556,556,KB
:repository:setting-checkout:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:repository:setting-checkout:compileDebugKotlin,Size of classpath snapshot,6.1,6.1,6,6,6,6,MB
:repository:setting-checkout:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:repository:setting-checkout:compileDebugKotlin,Code generation lines per second,1409,1427,1432,1529,1912,1854,
:repository:setting-checkout:compileDebugKotlin,Number of classpath entries,115,115,115,115,115,115,
:repository:setting-checkout:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:repository:setting-checkout:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:repository:setting-checkout:compileDebugKotlin,Number of lines analyzed,281,281,281,281,281,281,
:repository:setting-checkout:compileDebugKotlin,Analysis lines per second,812,809,808,809,1032,1005,
:repository:setting-checkout:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,114,114,114,114,114,114,
:repository:setting-checkout:compileDebugKotlin,Size of shrunk classpath snapshot,45.4,45.4,45,45,45,45,KB
:repository:setting-checkout:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:repository:setting-checkout:compileDebugKotlin,Start gradle worker,1.58,1.64,1,1,3,3,ms
:repository:setting-checkout:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:repository:setting-checkout:compileDebugKotlin,Store build info,1.0,3.0,1,3,1,3,ms
:repository:share-checkout:compileDebugKotlin,Load current classpath snapshot,7.6,4.02,3,3,8,7,ms
:repository:share-checkout:compileDebugKotlin,Compiler backend,85.66,83.96,67,76,124,123,ms
:repository:share-checkout:compileDebugKotlin,Spent time before task action,28.36,31.66,27,32,36,47,ms
:repository:share-checkout:compileDebugKotlin,Compiler initialization time,49.08,47.8,40,40,72,78,ms
:repository:share-checkout:compileDebugKotlin,Compiler code generation,249.02,232.26,212,219,428,314,ms
:repository:share-checkout:compileDebugKotlin,Total Gradle task time,1509.68,1558.9,1449,1531,1828,1852,ms
:repository:share-checkout:compileDebugKotlin,Update caches,2.3,5.26,2,2,5,5,ms
:repository:share-checkout:compileDebugKotlin,Run compilation,1386.5,1429.78,1321,1395,1667,1716,ms
:repository:share-checkout:compileDebugKotlin,Run compilation in Gradle worker,1396.14,1442.84,1327,1407,1694,1745,ms
:repository:share-checkout:compileDebugKotlin,Compiler translation to IR,458.94,462.44,442,444,579,577,ms
:repository:share-checkout:compileDebugKotlin,Remove duplicate classes,7.14,3.4,2,2,7,6,ms
:repository:share-checkout:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,31.88,34.14,24,26,44,53,ms
:repository:share-checkout:compileDebugKotlin,Task action before worker execution,9.84,12.78,8,11,16,20,ms
:repository:share-checkout:compileDebugKotlin,Sources compilation round,1268.38,1300.12,1201,1262,1557,1584,ms
:repository:share-checkout:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,22.32,28.32,18,21,35,45,ms
:repository:share-checkout:compileDebugKotlin,Calculate output size,2.02,2.04,1,1,4,4,ms
:repository:share-checkout:compileDebugKotlin,Compiler code analysis,370.8,397.98,349,376,445,501,ms
:repository:share-checkout:compileDebugKotlin,Compiler IR lowering,162.82,147.74,132,140,327,201,ms
:repository:share-checkout:compileDebugKotlin,Incremental compilation in daemon,1364.16,1403.52,1302,1374,1636,1696,ms
:repository:share-checkout:compileDebugKotlin,Total size of the cache directory,558.6,558.6,559,559,559,559,KB
:repository:share-checkout:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:repository:share-checkout:compileDebugKotlin,Size of classpath snapshot,6.1,6.1,6,6,6,6,MB
:repository:share-checkout:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:repository:share-checkout:compileDebugKotlin,Code generation lines per second,1277,1284,1336,1293,1736,1656,
:repository:share-checkout:compileDebugKotlin,Number of classpath entries,114,114,114,114,114,114,
:repository:share-checkout:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:repository:share-checkout:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:repository:share-checkout:compileDebugKotlin,Number of lines analyzed,283,283,283,283,283,283,
:repository:share-checkout:compileDebugKotlin,Analysis lines per second,800,742,809,751,1010,916,
:repository:share-checkout:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,113,113,113,113,113,113,
:repository:share-checkout:compileDebugKotlin,Size of shrunk classpath snapshot,45.2,45.2,45,45,45,45,KB
:repository:share-checkout:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:repository:share-checkout:compileDebugKotlin,Save shrunk current classpath snapshot,1.5,2.33,2,3,2,3,ms
:repository:share-checkout:compileDebugKotlin,Start gradle worker,3.51,1.62,1,1,3,3,ms
:repository:share-checkout:compileDebugKotlin,Clear output,3.0,,3,,3,,ms
:repository:share-checkout:compileDebugKotlin,Store build info,1.5,,2,,2,,ms
:repository:share-checkout:compileDebugKotlin,Generate compiler reference index,4.0,,4,,4,,ms
:repository:status-checkout:compileDebugKotlin,Load current classpath snapshot,3.96,3.94,3,3,7,8,ms
:repository:status-checkout:compileDebugKotlin,Compiler backend,58.58,68.22,50,51,77,93,ms
:repository:status-checkout:compileDebugKotlin,Spent time before task action,31.6,34.04,28,29,44,42,ms
:repository:status-checkout:compileDebugKotlin,Compiler initialization time,47.58,41.3,42,39,79,66,ms
:repository:status-checkout:compileDebugKotlin,Compiler code generation,185.66,224.12,179,200,245,365,ms
:repository:status-checkout:compileDebugKotlin,Total Gradle task time,1439.92,1412.96,1449,1397,1853,1747,ms
:repository:status-checkout:compileDebugKotlin,Update caches,4.74,1.74,2,1,5,2,ms
:repository:status-checkout:compileDebugKotlin,Run compilation,1312.42,1295.88,1291,1274,1704,1594,ms
:repository:status-checkout:compileDebugKotlin,Run compilation in Gradle worker,1326.14,1306.3,1321,1276,1731,1622,ms
:repository:status-checkout:compileDebugKotlin,Compiler translation to IR,481.44,430.56,416,409,896,549,ms
:repository:status-checkout:compileDebugKotlin,Remove duplicate classes,3.4,3.48,3,3,6,6,ms
:repository:status-checkout:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,37.04,39.86,26,26,53,53,ms
:repository:status-checkout:compileDebugKotlin,Task action before worker execution,12.76,10.48,10,9,16,18,ms
:repository:status-checkout:compileDebugKotlin,Sources compilation round,1194.34,1172.84,1150,1171,1572,1380,ms
:repository:status-checkout:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,28.8,33.96,20,21,42,43,ms
:repository:status-checkout:compileDebugKotlin,Calculate output size,1.74,1.53,1,1,4,4,ms
:repository:status-checkout:compileDebugKotlin,Compiler code analysis,335.66,328.32,326,318,435,417,ms
:repository:status-checkout:compileDebugKotlin,Compiler IR lowering,126.64,155.4,122,131,174,242,ms
:repository:status-checkout:compileDebugKotlin,Incremental compilation in daemon,1293.7,1274.72,1269,1256,1666,1576,ms
:repository:status-checkout:compileDebugKotlin,Total size of the cache directory,550.7,550.7,551,551,551,551,KB
:repository:status-checkout:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:repository:status-checkout:compileDebugKotlin,Size of classpath snapshot,7.1,7.1,7,7,7,7,MB
:repository:status-checkout:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:repository:status-checkout:compileDebugKotlin,Code generation lines per second,1410,1261,1413,1266,1723,1722,
:repository:status-checkout:compileDebugKotlin,Number of classpath entries,142,142,142,142,142,142,
:repository:status-checkout:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:repository:status-checkout:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:repository:status-checkout:compileDebugKotlin,Number of lines analyzed,253,253,253,253,253,253,
:repository:status-checkout:compileDebugKotlin,Analysis lines per second,780,790,776,794,967,952,
:repository:status-checkout:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,141,141,141,141,141,141,
:repository:status-checkout:compileDebugKotlin,Size of shrunk classpath snapshot,28.3,28.3,28,28,28,28,KB
:repository:status-checkout:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:repository:status-checkout:compileDebugKotlin,Start gradle worker,1.58,1.51,1,1,3,3,ms
:repository:status-checkout:compileDebugKotlin,Save shrunk current classpath snapshot,43.0,1.0,4,1,122,1,ms
:repository:status-checkout:compileDebugKotlin,Clear outputs on rebuild,2.0,1.5,2,2,2,2,ms
:repository:status-checkout:compileDebugKotlin,Clear output,2.0,1.0,2,1,2,1,ms
:repository:status-checkout:compileDebugKotlin,Store build info,2.0,4.0,2,4,2,4,ms
:repository:sync-checkout:compileDebugKotlin,Load current classpath snapshot,4.22,3.42,3,3,8,6,ms
:repository:sync-checkout:compileDebugKotlin,Compiler backend,74.68,80.96,64,68,116,119,ms
:repository:sync-checkout:compileDebugKotlin,Spent time before task action,28.5,29.84,28,30,41,41,ms
:repository:sync-checkout:compileDebugKotlin,Compiler initialization time,40.18,44.48,37,42,69,70,ms
:repository:sync-checkout:compileDebugKotlin,Compiler code generation,241.44,249.54,223,225,343,344,ms
:repository:sync-checkout:compileDebugKotlin,Total Gradle task time,1504.94,1546.3,1484,1491,1758,1929,ms
:repository:sync-checkout:compileDebugKotlin,Update caches,1.56,1.64,1,1,2,3,ms
:repository:sync-checkout:compileDebugKotlin,Run compilation,1383.06,1422.12,1352,1358,1618,1773,ms
:repository:sync-checkout:compileDebugKotlin,Run compilation in Gradle worker,1389.52,1429.66,1360,1366,1625,1776,ms
:repository:sync-checkout:compileDebugKotlin,Compiler translation to IR,474.74,498.88,472,483,596,641,ms
:repository:sync-checkout:compileDebugKotlin,Remove duplicate classes,3.58,3.08,2,2,8,5,ms
:repository:sync-checkout:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,32.32,32.64,28,25,45,54,ms
:repository:sync-checkout:compileDebugKotlin,Start gradle worker,1.66,1.78,1,1,4,3,ms
:repository:sync-checkout:compileDebugKotlin,Task action before worker execution,11.26,12.5,11,13,16,18,ms
:repository:sync-checkout:compileDebugKotlin,Sources compilation round,1257.08,1298.06,1227,1257,1472,1623,ms
:repository:sync-checkout:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,26.4,27.58,21,21,36,45,ms
:repository:sync-checkout:compileDebugKotlin,Calculate output size,1.65,2.43,1,3,4,4,ms
:repository:sync-checkout:compileDebugKotlin,Compiler code analysis,353.14,360.22,342,347,444,468,ms
:repository:sync-checkout:compileDebugKotlin,Compiler IR lowering,166.24,168.04,148,145,251,242,ms
:repository:sync-checkout:compileDebugKotlin,Incremental compilation in daemon,1351.06,1397.74,1318,1333,1583,1750,ms
:repository:sync-checkout:compileDebugKotlin,Total size of the cache directory,556.7,556.7,557,557,557,557,KB
:repository:sync-checkout:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:repository:sync-checkout:compileDebugKotlin,Size of classpath snapshot,5.8,5.8,6,6,6,6,MB
:repository:sync-checkout:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:repository:sync-checkout:compileDebugKotlin,Code generation lines per second,1255,1200,1257,1246,1729,1578,
:repository:sync-checkout:compileDebugKotlin,Number of classpath entries,106,106,106,106,106,106,
:repository:sync-checkout:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:repository:sync-checkout:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:repository:sync-checkout:compileDebugKotlin,Number of lines analyzed,281,281,281,281,281,281,
:repository:sync-checkout:compileDebugKotlin,Analysis lines per second,831,806,822,809,1115,997,
:repository:sync-checkout:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,105,105,105,105,105,105,
:repository:sync-checkout:compileDebugKotlin,Size of shrunk classpath snapshot,28.1,28.1,28,28,28,28,KB
:repository:sync-checkout:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:repository:sync-checkout:compileDebugKotlin,Store build info,3.0,,3,,3,,ms
:repository:sync-checkout:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,1.5,2,1,3,3,ms
:repository:sync-checkout:compileDebugKotlin,Clear outputs on rebuild,1.0,1.0,1,1,1,1,ms
:repository:task-checkout:compileDebugKotlin,Load current classpath snapshot,4.54,4.06,4,3,8,7,ms
:repository:task-checkout:compileDebugKotlin,Compiler backend,87.98,89.44,71,73,126,117,ms
:repository:task-checkout:compileDebugKotlin,Spent time before task action,33.16,37.28,33,34,46,54,ms
:repository:task-checkout:compileDebugKotlin,Compiler initialization time,40.76,42.78,39,41,65,60,ms
:repository:task-checkout:compileDebugKotlin,Compiler code generation,261.8,231.56,228,215,469,314,ms
:repository:task-checkout:compileDebugKotlin,Total Gradle task time,1546.22,1577.68,1522,1526,1833,1964,ms
:repository:task-checkout:compileDebugKotlin,Update caches,2.38,2.2,2,2,5,5,ms
:repository:task-checkout:compileDebugKotlin,Run compilation,1418.44,1449.6,1375,1401,1687,1790,ms
:repository:task-checkout:compileDebugKotlin,Run compilation in Gradle worker,1428.96,1454.92,1394,1404,1692,1795,ms
:repository:task-checkout:compileDebugKotlin,Compiler translation to IR,445.12,462.68,437,455,553,636,ms
:repository:task-checkout:compileDebugKotlin,Remove duplicate classes,4.0,3.42,3,3,7,6,ms
:repository:task-checkout:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,44.82,32.52,26,26,67,55,ms
:repository:task-checkout:compileDebugKotlin,Start gradle worker,2.0,1.76,1,1,4,4,ms
:repository:task-checkout:compileDebugKotlin,Task action before worker execution,11.54,12.04,11,11,20,19,ms
:repository:task-checkout:compileDebugKotlin,Sources compilation round,1281.54,1316.82,1257,1272,1523,1588,ms
:repository:task-checkout:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,38.32,26.38,20,21,53,42,ms
:repository:task-checkout:compileDebugKotlin,Calculate output size,1.54,1.59,1,1,4,4,ms
