Category,Metric,varianta_main_4_workers Mean,variantb_kotlin_compiler_3_workers Mean,varianta_main_4_workers P50,variantb_kotlin_compiler_3_workers P50,varianta_main_4_workers P90,variantb_kotlin_compiler_3_workers P90,Unit
:feature:interests:compileProdDebugKotlin,Start gradle worker,503.84,22.1,12,2,2046,13,ms
:feature:interests:compileProdDebugKotlin,Calculate output size,2.28,2.08,1,1,4,4,ms
:feature:interests:compileProdDebugKotlin,Load current classpath snapshot,13.3,12.02,13,12,21,18,ms
:feature:interests:compileProdDebugKotlin,Run compilation in Gradle worker,2302.4,2276.8,2263,2233,2808,2667,ms
:feature:interests:compileProdDebugKotlin,Clear jar cache,3.08,5.11,2,2,4,5,ms
:feature:interests:compileProdDebugKotlin,Compiler IR generation,225.86,206.08,207,207,367,272,ms
:feature:interests:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:interests:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:interests:compileProdDebugKotlin,Number of lines analyzed,367,367,367,367,367,367,
:feature:interests:compileProdDebugKotlin,Number of lines for code generation,367,367,367,367,367,367,
:feature:interests:compileProdDebugKotlin,Compiler IR lowering line number,367,367,367,367,367,367,
:feature:interests:compileProdDebugKotlin,Compiler IR generation line number,367,367,367,367,367,367,
:feature:interests:compileProdDebugKotlin,Compiler IR translation line number,367,367,367,367,367,367,
:feature:interests:compileProdDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:interests:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:interests:compileProdDebugKotlin,Size of shrunk classpath snapshot,68.3,68.3,68,68,68,68,KB
:feature:interests:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,96,97,97,97,97,
:feature:interests:compileProdDebugKotlin,Analysis lines per second,521,544,495,548,690,684,
:feature:interests:compileProdDebugKotlin,Code generation lines per second,986,982,942,950,1408,1413,
:feature:interests:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:interests:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:interests:compileProdDebugKotlin,Total size of the cache directory,529.3,529.3,529,529,529,529,KB
:feature:interests:compileProdDebugKotlin,Number of classpath entries,97,97,97,97,97,97,
:feature:interests:compileProdDebugKotlin,Store build info,4.0,5.0,4,5,5,5,ms
:feature:interests:compileProdDebugKotlin,Write history file,4.0,6.0,4,6,4,6,ms
:feature:interests:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.73,3.36,3,3,6,6,ms
:feature:interests:compileProdDebugKotlin,Clear output,2.0,4.5,2,5,2,8,ms
:feature:search:compileDemoDebugKotlin,Compiler code analysis,1616.68,1597.46,1638,1550,1989,1834,ms
:feature:search:compileDemoDebugKotlin,Update caches,11.28,10.8,10,10,15,17,ms
:feature:search:compileDemoDebugKotlin,Compiler IR lowering,445.66,481.48,448,462,599,629,ms
:feature:search:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,77.2,85.06,81,83,110,116,ms
:feature:search:compileDemoDebugKotlin,Spent time before task action,33.14,31.76,32,33,42,45,ms
:feature:search:compileDemoDebugKotlin,Connect to Kotlin daemon,15.7,18.98,11,13,21,28,ms
:feature:search:compileDemoDebugKotlin,Compiler initialization time,111.92,114.4,100,104,177,167,ms
:feature:search:compileDemoDebugKotlin,Task action before worker execution,24.02,25.24,23,24,34,36,ms
:feature:search:compileDemoDebugKotlin,Sources compilation round,4210.6,4223.66,4192,4230,4674,4769,ms
:feature:search:compileDemoDebugKotlin,Run compilation,4434.2,4457.56,4485,4453,4894,4965,ms
:feature:search:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,80.86,88.48,84,87,116,122,ms
:feature:search:compileDemoDebugKotlin,Compiler code generation,1203.34,1343.56,1208,1289,1494,1826,ms
:feature:search:compileDemoDebugKotlin,Incremental compilation in daemon,4409.32,4426.88,4459,4431,4876,4945,ms
:feature:search:compileDemoDebugKotlin,Compiler IR translation,1271.96,1161.82,1238,1138,1554,1488,ms
:feature:search:compileDemoDebugKotlin,Total Gradle task time,4644.98,4672.58,4678,4650,5158,5285,ms
:feature:search:compileDemoDebugKotlin,Start gradle worker,2.88,2.94,1,2,7,6,ms
:feature:search:compileDemoDebugKotlin,Calculate output size,2.24,2.18,1,1,5,5,ms
:feature:search:compileDemoDebugKotlin,Load current classpath snapshot,16.68,20.76,17,17,24,28,ms
:feature:search:compileDemoDebugKotlin,Run compilation in Gradle worker,4455.9,4483.52,4499,4489,4909,4988,ms
:feature:search:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.42,1.92,1,1,6,4,ms
:feature:search:compileDemoDebugKotlin,Compiler IR generation,757.1,861.56,754,801,983,1316,ms
:feature:search:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:search:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:search:compileDemoDebugKotlin,Number of lines analyzed,918,918,918,918,918,918,
:feature:search:compileDemoDebugKotlin,Number of lines for code generation,918,918,918,918,918,918,
:feature:search:compileDemoDebugKotlin,Compiler IR lowering line number,918,918,918,918,918,918,
:feature:search:compileDemoDebugKotlin,Compiler IR generation line number,918,918,918,918,918,918,
:feature:search:compileDemoDebugKotlin,Compiler IR translation line number,918,918,918,918,918,918,
:feature:search:compileDemoDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:search:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:search:compileDemoDebugKotlin,Size of shrunk classpath snapshot,111.1,111.1,111,111,111,111,KB
:feature:search:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,96,96,96,96,96,
:feature:search:compileDemoDebugKotlin,Analysis lines per second,586,586,561,592,763,682,
:feature:search:compileDemoDebugKotlin,Code generation lines per second,788,711,760,712,966,873,
:feature:search:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:search:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:search:compileDemoDebugKotlin,Total size of the cache directory,606.8,606.8,607,607,607,607,KB
:feature:search:compileDemoDebugKotlin,Number of classpath entries,97,97,97,97,97,97,
:feature:search:compileDemoDebugKotlin,Clear jar cache,2.85,4.62,2,3,6,14,ms
:feature:search:compileDemoDebugKotlin,Clear output,2.0,1.0,2,1,2,1,ms
:feature:search:compileDemoDebugKotlin,Store build info,3.67,4.5,3,5,6,6,ms
:feature:search:compileDemoDebugKotlin,Write history file,4.5,,5,,7,,ms
:feature:search:compileProdDebugKotlin,Compiler code analysis,1199.2,1293.94,1195,1242,1470,1730,ms
:feature:search:compileProdDebugKotlin,Update caches,10.16,11.26,6,8,10,15,ms
:feature:search:compileProdDebugKotlin,Compiler IR lowering,323.22,384.04,318,368,421,538,ms
:feature:search:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,61.24,79.24,61,72,84,136,ms
:feature:search:compileProdDebugKotlin,Spent time before task action,26.42,28.78,24,25,39,39,ms
:feature:search:compileProdDebugKotlin,Connect to Kotlin daemon,15.94,12.48,11,11,17,19,ms
:feature:search:compileProdDebugKotlin,Compiler initialization time,96.62,99.12,95,98,126,125,ms
:feature:search:compileProdDebugKotlin,Task action before worker execution,23.5,23.52,22,23,33,34,ms
:feature:search:compileProdDebugKotlin,Sources compilation round,3170.78,3553.92,3185,3394,3625,4457,ms
:feature:search:compileProdDebugKotlin,Run compilation,3358.88,3768.94,3380,3608,3865,4657,ms
:feature:search:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,64.3,82.66,66,77,89,139,ms
:feature:search:compileProdDebugKotlin,Compiler code generation,883.3,1042.32,882,994,1071,1347,ms
:feature:search:compileProdDebugKotlin,Incremental compilation in daemon,3334.26,3744.76,3360,3593,3845,4633,ms
:feature:search:compileProdDebugKotlin,Compiler IR translation,986.24,1112.56,965,1096,1215,1372,ms
:feature:search:compileProdDebugKotlin,Total Gradle task time,3561.58,3972.36,3593,3863,4060,4895,ms
:feature:search:compileProdDebugKotlin,Start gradle worker,10.78,3.24,2,3,5,7,ms
:feature:search:compileProdDebugKotlin,Calculate output size,2.14,4.12,1,1,4,4,ms
:feature:search:compileProdDebugKotlin,Load current classpath snapshot,10.14,11.18,11,11,17,18,ms
:feature:search:compileProdDebugKotlin,Run compilation in Gradle worker,3380.3,3787.04,3408,3619,3882,4679,ms
:feature:search:compileProdDebugKotlin,Save shrunk current classpath snapshot,1.93,2.28,1,1,4,5,ms
:feature:search:compileProdDebugKotlin,Clear jar cache,3.25,2.6,2,2,7,5,ms
:feature:search:compileProdDebugKotlin,Compiler IR generation,559.58,657.72,556,633,752,886,ms
:feature:search:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:search:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:search:compileProdDebugKotlin,Number of lines analyzed,918,918,918,918,918,918,
:feature:search:compileProdDebugKotlin,Number of lines for code generation,918,918,918,918,918,918,
:feature:search:compileProdDebugKotlin,Compiler IR lowering line number,918,918,918,918,918,918,
:feature:search:compileProdDebugKotlin,Compiler IR generation line number,918,918,918,918,918,918,
:feature:search:compileProdDebugKotlin,Compiler IR translation line number,918,918,918,918,918,918,
:feature:search:compileProdDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:search:compileProdDebugKotlin,Size of shrunk classpath snapshot,111.1,111.1,111,111,111,111,KB
:feature:search:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:feature:search:compileProdDebugKotlin,Analysis lines per second,787,742,768,739,961,931,
:feature:search:compileProdDebugKotlin,Code generation lines per second,1079,919,1041,924,1441,1170,
:feature:search:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:search:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:search:compileProdDebugKotlin,Total size of the cache directory,606.8,606.8,607,607,607,607,KB
:feature:search:compileProdDebugKotlin,Number of classpath entries,97,97,97,97,97,97,
:feature:search:compileProdDebugKotlin,Store build info,3.5,3.0,3,3,6,3,ms
:feature:search:compileProdDebugKotlin,Write history file,3.67,3.0,3,3,6,3,ms
:feature:search:compileProdDebugKotlin,Clear output,3.25,3.0,2,3,9,3,ms
:feature:search:compileProdDebugKotlin,Clear outputs on rebuild,2.5,4.0,3,4,3,4,ms
:feature:settings:compileDemoDebugKotlin,Compiler code analysis,912.98,887.92,868,844,1147,1120,ms
:feature:settings:compileDemoDebugKotlin,Update caches,4.9,5.12,5,5,8,9,ms
:feature:settings:compileDemoDebugKotlin,Compiler IR lowering,281.14,300.44,275,284,383,415,ms
:feature:settings:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,117.88,100.3,106,103,174,129,ms
:feature:settings:compileDemoDebugKotlin,Spent time before task action,33.62,35.72,31,35,49,48,ms
:feature:settings:compileDemoDebugKotlin,Connect to Kotlin daemon,15.56,18.8,11,13,19,30,ms
:feature:settings:compileDemoDebugKotlin,Compiler initialization time,114.28,108.54,101,105,187,163,ms
:feature:settings:compileDemoDebugKotlin,Task action before worker execution,21.82,25.38,22,22,31,34,ms
:feature:settings:compileDemoDebugKotlin,Sources compilation round,2525.74,2548.8,2517,2535,2908,3039,ms
:feature:settings:compileDemoDebugKotlin,Run compilation,2778.56,2769.68,2770,2746,3175,3274,ms
:feature:settings:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,121.18,102.96,111,106,187,135,ms
:feature:settings:compileDemoDebugKotlin,Compiler code generation,663.52,719.8,653,705,834,985,ms
:feature:settings:compileDemoDebugKotlin,Incremental compilation in daemon,2748.34,2741.66,2727,2720,3147,3246,ms
:feature:settings:compileDemoDebugKotlin,Compiler IR translation,828.86,825.46,830,787,1020,1087,ms
:feature:settings:compileDemoDebugKotlin,Total Gradle task time,2954.12,2962.74,2938,2959,3364,3439,ms
:feature:settings:compileDemoDebugKotlin,Start gradle worker,2.56,2.24,1,1,6,4,ms
:feature:settings:compileDemoDebugKotlin,Calculate output size,2.34,2.48,1,1,6,4,ms
:feature:settings:compileDemoDebugKotlin,Load current classpath snapshot,33.08,29.6,30,30,42,43,ms
:feature:settings:compileDemoDebugKotlin,Run compilation in Gradle worker,2799.92,2795.96,2804,2770,3194,3295,ms
:feature:settings:compileDemoDebugKotlin,Clear jar cache,2.56,4.23,2,4,6,7,ms
:feature:settings:compileDemoDebugKotlin,Compiler IR generation,381.76,418.86,383,414,493,562,ms
:feature:settings:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:settings:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:settings:compileDemoDebugKotlin,Number of lines analyzed,413,413,413,413,413,413,
:feature:settings:compileDemoDebugKotlin,Number of lines for code generation,413,413,413,413,413,413,
:feature:settings:compileDemoDebugKotlin,Compiler IR lowering line number,413,413,413,413,413,413,
:feature:settings:compileDemoDebugKotlin,Compiler IR generation line number,413,413,413,413,413,413,
:feature:settings:compileDemoDebugKotlin,Compiler IR translation line number,413,413,413,413,413,413,
:feature:settings:compileDemoDebugKotlin,Size of classpath snapshot,9.1,9.1,9,9,9,9,MB
:feature:settings:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,13,13,13,13,13,13,
:feature:settings:compileDemoDebugKotlin,Size of shrunk classpath snapshot,49.9,49.9,50,50,50,50,KB
:feature:settings:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,94,94,94,94,94,94,
:feature:settings:compileDemoDebugKotlin,Analysis lines per second,465,482,476,489,553,581,
:feature:settings:compileDemoDebugKotlin,Code generation lines per second,650,601,633,585,853,834,
:feature:settings:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:settings:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:settings:compileDemoDebugKotlin,Total size of the cache directory,528.5,528.5,529,529,529,529,KB
:feature:settings:compileDemoDebugKotlin,Number of classpath entries,107,107,107,107,107,107,
:feature:settings:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.82,3.31,3,3,9,6,ms
:feature:settings:compileDemoDebugKotlin,Write history file,154.0,,154,,154,,ms
:feature:settings:compileDemoDebugKotlin,Clear outputs on rebuild,1.33,2.0,1,2,2,2,ms
:feature:settings:compileDemoDebugKotlin,Store build info,1.67,4.0,1,4,3,5,ms
:feature:settings:compileProdDebugKotlin,Compiler code analysis,703.84,829.98,706,827,889,1087,ms
:feature:settings:compileProdDebugKotlin,Update caches,3.24,4.4,2,4,5,8,ms
:feature:settings:compileProdDebugKotlin,Compiler IR lowering,212.18,220.46,199,203,301,298,ms
:feature:settings:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,58.24,68.68,57,69,78,90,ms
:feature:settings:compileProdDebugKotlin,Spent time before task action,27.82,25.96,25,25,39,35,ms
:feature:settings:compileProdDebugKotlin,Connect to Kotlin daemon,15.36,11.96,10,10,21,19,ms
:feature:settings:compileProdDebugKotlin,Compiler initialization time,107.34,110.7,93,95,156,162,ms
:feature:settings:compileProdDebugKotlin,Task action before worker execution,23.84,20.56,22,21,35,28,ms
:feature:settings:compileProdDebugKotlin,Sources compilation round,1991.42,2261.1,1945,2159,2374,2906,ms
:feature:settings:compileProdDebugKotlin,Run compilation,2145.1,2449.32,2095,2322,2529,3115,ms
:feature:settings:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,60.24,71.58,59,73,81,94,ms
:feature:settings:compileProdDebugKotlin,Compiler code generation,486.62,537.14,467,519,644,726,ms
:feature:settings:compileProdDebugKotlin,Incremental compilation in daemon,2120.86,2415.4,2075,2299,2508,3081,ms
:feature:settings:compileProdDebugKotlin,Compiler IR translation,688.36,774.28,675,775,857,1063,ms
:feature:settings:compileProdDebugKotlin,Total Gradle task time,2313.28,2616.3,2262,2504,2649,3343,ms
:feature:settings:compileProdDebugKotlin,Start gradle worker,7.61,2.82,3,3,5,6,ms
:feature:settings:compileProdDebugKotlin,Calculate output size,1.72,1.7,1,1,4,4,ms
:feature:settings:compileProdDebugKotlin,Load current classpath snapshot,9.84,11.28,10,11,16,17,ms
:feature:settings:compileProdDebugKotlin,Run compilation in Gradle worker,2166.14,2467.2,2110,2338,2540,3185,ms
:feature:settings:compileProdDebugKotlin,Clear jar cache,2.91,3.1,2,2,5,5,ms
:feature:settings:compileProdDebugKotlin,Compiler IR generation,273.98,316.08,251,301,421,412,ms
:feature:settings:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:settings:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:settings:compileProdDebugKotlin,Number of lines analyzed,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Number of lines for code generation,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Compiler IR lowering line number,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Compiler IR generation line number,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Compiler IR translation line number,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Size of classpath snapshot,9.1,9.1,9,9,9,9,MB
:feature:settings:compileProdDebugKotlin,Size of shrunk classpath snapshot,49.9,49.9,50,50,50,50,KB
:feature:settings:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,107,107,107,107,107,107,
:feature:settings:compileProdDebugKotlin,Analysis lines per second,609,522,585,499,762,671,
:feature:settings:compileProdDebugKotlin,Code generation lines per second,895,814,884,796,1182,1099,
:feature:settings:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:settings:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:settings:compileProdDebugKotlin,Total size of the cache directory,528.5,528.5,529,529,529,529,KB
:feature:settings:compileProdDebugKotlin,Number of classpath entries,107,107,107,107,107,107,
:feature:settings:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.11,2.63,2,3,3,3,ms
:feature:settings:compileProdDebugKotlin,Clear output,1.0,3.5,1,4,1,4,ms
:feature:settings:compileProdDebugKotlin,Store build info,6.0,3.0,6,3,9,3,ms
:feature:settings:compileProdDebugKotlin,Clear outputs on rebuild,2.0,1.0,2,1,3,1,ms
:feature:topic:compileDemoDebugKotlin,Compiler code analysis,1214.52,1150.84,1189,1148,1556,1513,ms
:feature:topic:compileDemoDebugKotlin,Update caches,8.58,8.96,8,8,16,14,ms
:feature:topic:compileDemoDebugKotlin,Compiler IR lowering,337.44,342.18,310,329,431,446,ms
:feature:topic:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,87.44,82.68,84,84,125,121,ms
:feature:topic:compileDemoDebugKotlin,Spent time before task action,35.68,33.26,35,34,49,44,ms
:feature:topic:compileDemoDebugKotlin,Connect to Kotlin daemon,14.58,20.2,11,14,20,27,ms
:feature:topic:compileDemoDebugKotlin,Compiler initialization time,107.66,106.94,101,100,142,157,ms
:feature:topic:compileDemoDebugKotlin,Task action before worker execution,26.6,24.36,24,23,37,35,ms
:feature:topic:compileDemoDebugKotlin,Sources compilation round,3204.84,3251.9,3207,3200,3670,3891,ms
:feature:topic:compileDemoDebugKotlin,Run compilation,3424.5,3476.2,3424,3457,3915,4196,ms
:feature:topic:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,90.18,85.9,86,87,133,123,ms
:feature:topic:compileDemoDebugKotlin,Compiler code generation,819.2,864.0,814,798,952,1133,ms
:feature:topic:compileDemoDebugKotlin,Incremental compilation in daemon,3398.12,3447.68,3404,3434,3882,4167,ms
:feature:topic:compileDemoDebugKotlin,Compiler IR translation,1054.32,1119.42,1078,1082,1300,1563,ms
:feature:topic:compileDemoDebugKotlin,Total Gradle task time,3632.28,3682.84,3683,3684,4138,4418,ms
:feature:topic:compileDemoDebugKotlin,Start gradle worker,3.06,2.36,2,1,6,4,ms
:feature:topic:compileDemoDebugKotlin,Calculate output size,2.24,2.0,1,1,5,4,ms
:feature:topic:compileDemoDebugKotlin,Load current classpath snapshot,20.94,19.62,17,18,26,29,ms
:feature:topic:compileDemoDebugKotlin,Run compilation in Gradle worker,3444.0,3502.06,3433,3501,3937,4232,ms
:feature:topic:compileDemoDebugKotlin,Save shrunk current classpath snapshot,1.92,2.84,1,2,4,6,ms
:feature:topic:compileDemoDebugKotlin,Clear jar cache,2.45,2.65,2,2,5,6,ms
:feature:topic:compileDemoDebugKotlin,Compiler IR generation,481.26,521.3,482,453,611,689,ms
:feature:topic:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:topic:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,Number of lines analyzed,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Number of lines for code generation,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Compiler IR lowering line number,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Compiler IR generation line number,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Compiler IR translation line number,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:topic:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,Size of shrunk classpath snapshot,92.6,92.6,93,93,93,93,KB
:feature:topic:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,95,95,95,95,95,95,
:feature:topic:compileDemoDebugKotlin,Analysis lines per second,545,581,543,562,650,723,
:feature:topic:compileDemoDebugKotlin,Code generation lines per second,825,789,793,810,1092,986,
:feature:topic:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,Total size of the cache directory,572.3,572.3,572,572,572,572,KB
:feature:topic:compileDemoDebugKotlin,Number of classpath entries,96,96,96,96,96,96,
:feature:topic:compileDemoDebugKotlin,Clear output,3.0,2.0,3,2,5,3,ms
:feature:topic:compileDemoDebugKotlin,Write history file,5.0,3.0,5,3,5,3,ms
:feature:topic:compileDemoDebugKotlin,Store build info,3.0,2.33,3,2,3,3,ms
:feature:topic:compileProdDebugKotlin,Compiler code analysis,932.68,1010.1,923,955,1178,1387,ms
:feature:topic:compileProdDebugKotlin,Update caches,7.22,6.16,7,6,13,9,ms
:feature:topic:compileProdDebugKotlin,Compiler IR lowering,234.92,266.46,237,252,293,349,ms
:feature:topic:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,59.72,69.62,63,65,85,107,ms
:feature:topic:compileProdDebugKotlin,Spent time before task action,26.68,26.14,23,23,39,39,ms
:feature:topic:compileProdDebugKotlin,Connect to Kotlin daemon,11.1,11.58,11,9,17,15,ms
:feature:topic:compileProdDebugKotlin,Compiler initialization time,105.14,101.64,92,89,144,176,ms
:feature:topic:compileProdDebugKotlin,Task action before worker execution,23.28,23.04,22,23,34,30,ms
:feature:topic:compileProdDebugKotlin,Sources compilation round,2540.74,2739.46,2536,2629,2871,3380,ms
:feature:topic:compileProdDebugKotlin,Run compilation,2718.24,2931.84,2711,2888,3069,3566,ms
:feature:topic:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,62.2,72.24,66,69,87,109,ms
:feature:topic:compileProdDebugKotlin,Compiler code generation,617.52,666.24,592,637,798,942,ms
:feature:topic:compileProdDebugKotlin,Incremental compilation in daemon,2692.2,2905.26,2683,2818,3051,3547,ms
:feature:topic:compileProdDebugKotlin,Compiler IR translation,879.44,955.14,872,935,1123,1144,ms
:feature:topic:compileProdDebugKotlin,Total Gradle task time,2899.66,3129.98,2901,3055,3213,3783,ms
:feature:topic:compileProdDebugKotlin,Start gradle worker,2.6,2.7,1,2,7,5,ms
:feature:topic:compileProdDebugKotlin,Calculate output size,2.16,2.18,1,1,5,5,ms
:feature:topic:compileProdDebugKotlin,Load current classpath snapshot,9.94,9.78,10,9,16,18,ms
:feature:topic:compileProdDebugKotlin,Run compilation in Gradle worker,2733.76,2949.3,2726,2905,3085,3586,ms
:feature:topic:compileProdDebugKotlin,Clear jar cache,2.75,3.57,3,2,6,8,ms
:feature:topic:compileProdDebugKotlin,Compiler IR generation,382.14,399.34,365,374,520,560,ms
:feature:topic:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:topic:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:topic:compileProdDebugKotlin,Number of lines analyzed,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Number of lines for code generation,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Compiler IR lowering line number,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Compiler IR generation line number,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Compiler IR translation line number,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:topic:compileProdDebugKotlin,Size of shrunk classpath snapshot,92.6,92.6,93,93,93,93,KB
:feature:topic:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,96,96,96,96,96,
:feature:topic:compileProdDebugKotlin,Analysis lines per second,716,668,700,676,955,875,
:feature:topic:compileProdDebugKotlin,Code generation lines per second,1105,1025,1091,1015,1458,1387,
:feature:topic:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:topic:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:topic:compileProdDebugKotlin,Total size of the cache directory,572.3,572.3,572,572,572,572,KB
:feature:topic:compileProdDebugKotlin,Number of classpath entries,96,96,96,96,96,96,
:feature:topic:compileProdDebugKotlin,Clear output,8.0,2.0,8,2,8,3,ms
:feature:topic:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.43,2.76,2,3,6,6,ms
:feature:topic:compileProdDebugKotlin,Store build info,1.33,3.5,1,4,2,4,ms
:feature:topic:compileProdDebugKotlin,Write history file,3.0,2.33,3,3,3,3,ms
:lint:compileKotlin,Compiler code analysis,534.62,545.32,526,537,652,718,ms
:lint:compileKotlin,Update caches,1.42,2.48,1,1,3,5,ms
:lint:compileKotlin,Compiler IR lowering,76.04,86.4,76,88,105,121,ms
:lint:compileKotlin,Shrink current classpath snapshot non-incrementally,491.3,596.92,456,562,650,802,ms
:lint:compileKotlin,Spent time before task action,107.52,159.58,106,127,154,249,ms
:lint:compileKotlin,Connect to Kotlin daemon,12.42,10.08,8,9,16,16,ms
:lint:compileKotlin,Compiler initialization time,170.14,171.24,156,158,232,241,ms
:lint:compileKotlin,Task action before worker execution,11.2,9.26,9,9,17,14,ms
:lint:compileKotlin,Sources compilation round,974.04,1020.74,969,993,1154,1323,ms
:lint:compileKotlin,Run compilation,1545.04,1701.22,1531,1626,1876,2210,ms
:lint:compileKotlin,Shrink and save current classpath snapshot after compilation,492.6,598.52,456,564,651,803,ms
:lint:compileKotlin,Compiler code generation,107.9,127.18,106,128,146,174,ms
:lint:compileKotlin,Incremental compilation in daemon,1521.86,1679.68,1489,1593,1834,2185,ms
:lint:compileKotlin,Compiler IR translation,154.68,169.1,151,161,203,212,ms
:lint:compileKotlin,Clear outputs on rebuild,1.5,,2,,2,,ms
